Frame #,Timestamp,Object ID,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,fbrx,fbry,fblx,fbly,bbrx,bbry,bblx,bbly,ftrx,ftry,ftlx,ftly,btrx,btry,btlx,btly,fbr_x,fbr_y,fbl_x,fbl_y,bbr_x,bbr_y,bbl_x,bbl_y,direction,camera,acceleration,speed,veh rear x,veh center y,theta,width,length,height,"ts_bias for cameras ['p1c1', 'p1c2', 'p1c3', 'p1c4', 'p1c5', 'p1c6', 'p2c1', 'p2c2', 'p2c3', 'p2c4', 'p2c5', 'p2c6']"
-,1623877088.9367,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877088.9367,0,midsize,569.0492502561566,797.7114539154504,639.2776321347142,888.9090082666141,0,0,3D Detector,583.5372888657274,888.9090082666141,639.2776321347142,882.1808606987712,570.8283348775242,837.3862812714085,623.9918986026441,831.3231119031752,581.7136251160356,853.5625181543983,637.6653038043532,847.0589150742029,569.0492502561566,803.5688170915852,622.4049883848257,797.7114539154504,398.9366,1.3422709,398.9366,7.072448,382.24155,1.3422709,382.24155,7.072448,1.0,p1c1,0,91.84861,382.24155,4.2073593,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877088.97,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877088.97,0,midsize,571.3996292009475,806.4088032672851,642.3739617129058,898.9329738481131,0,0,3D Detector,586.1344596873142,898.9329738481131,642.3739617129058,892.0714824958725,573.1864754534982,846.4657022747718,626.8039898003325,840.2878459051096,584.3030842714863,863.2910645223135,640.7577399123811,856.65782694367,571.3996292009475,812.3775930936537,625.2126273678143,806.4088032672851,402.0044,1.354507,402.0044,7.084684,385.30933,1.354507,385.30933,7.084684,1.0,p1c1,0,92.125725,385.30933,4.2195954,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.0033,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.0033,0,midsize,573.7923307524608,815.2616912685122,645.5282955251782,909.1460670969786,0,0,3D Detector,588.7806340109976,909.1460670969786,645.5282955251782,902.1473835511497,575.5869312613048,855.7080427366269,629.6661990124722,849.4123485755117,586.9415800784275,873.2038358873149,643.9083176285326,866.43720630835,573.7923307524608,821.3449817446863,628.0704778207261,815.2616912685122,405.07214,1.3667431,405.07214,7.09692,388.37708,1.3667431,388.37708,7.09692,1.0,p1c1,0,92.12481,388.37708,4.2318316,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.0367,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.0367,0,midsize,576.2285549680872,824.2745091098085,648.7423409905858,919.5539008985713,0,0,3D Detector,591.4772636198409,919.5539008985713,648.7423409905858,912.4140257860798,578.0308982876188,865.1179166340191,632.5799342729757,858.7011161263517,589.6305702776631,883.30631835516,647.11875423274,876.4023913068727,576.2285549680872,830.4754895541154,630.9799549254517,824.2745091098085,408.13992,1.3789792,408.13992,7.109156,391.44485,1.3789792,391.44485,7.109156,1.0,p1c1,0,91.849525,391.44485,4.2440677,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.07,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.07,0,midsize,578.7094765559855,833.4515378007177,652.0177781863933,930.1619920593348,0,0,3D Detector,594.2257791383194,930.1619920593348,652.0177781863933,922.8767719464162,580.5195466214755,874.6998245502919,635.5465710064386,868.1585295703444,592.371492132072,893.6039070141929,650.3907404036194,886.5586259643924,578.7094765559855,839.773514665102,633.942441834182,833.4515378007177,411.2077,1.3912153,411.2077,7.1213923,394.51263,1.3912153,394.51263,7.1213923,1.0,p1c1,0,92.125725,394.51263,4.256304,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.1033,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.1033,0,midsize,581.2363128206667,842.7972124490478,655.3563507439943,940.9760676766278,0,0,3D Detector,597.0276657247016,940.9760676766278,655.3563507439943,933.5411876374669,583.0540886233672,884.4584296564933,638.5675339653449,877.7891270368463,595.1658379053232,904.1022034071157,653.7260310229971,896.9113534441195,581.2363128206667,849.2436146994178,636.9593714876606,842.7972124490478,414.27545,1.4034514,414.27545,7.1336284,397.58038,1.4034514,397.58038,7.1336284,1.0,p1c1,0,92.124146,397.58038,4.26854,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.1367,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.1367,0,midsize,583.810399539328,852.3164163907884,658.7599677216784,952.0024080289008,0,0,3D Detector,599.8845480087185,952.0024080289008,658.7599677216784,944.4133791054659,585.6358550220037,894.3988649712201,641.6443885887816,887.5979067389304,598.0152395949281,914.8073485922972,657.126546987128,907.4665441317563,583.810399539328,858.8908050652656,640.0323178750572,852.3164163907884,417.34323,1.4156876,417.34323,7.1458645,400.64816,1.4156876,400.64816,7.1458645,1.0,p1c1,0,91.85018,400.64816,4.280776,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.17,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.17,0,midsize,586.4330243482525,862.0138329930594,662.2304814971789,963.2470984662624,0,0,3D Detector,602.7980052731184,963.2470984662624,662.2304814971789,955.4992551978122,588.2661277089978,904.5260566169723,644.7786399379531,897.5896589131637,600.9212847084336,925.7252970299131,660.5941534045212,918.229979308918,586.4330243482525,868.7199023245315,643.1627953100962,862.0138329930594,420.41098,1.4279237,420.41098,7.1581006,403.7159,1.4279237,403.7159,7.1581006,1.0,p1c1,0,92.124146,403.7159,4.293012,0,5.730177,16.695068,5.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
-,1623877089.2033,-1,,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,0,0,3D Detector,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-0.1647852229816721,260.7753157720387,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,p1c1,0,0.0,-100.0,-100.0,0,0.0,0.0,0.0,"[0.0, 0.0506, 0.0604, 0.035, 0.028, 0.0, -0.07299999999999998, -0.029, -0.0398, 0.0, 0.0, -0.016]"
