Video sequence name,Processing start time,Processing end time,Timestamp start time,Timestamp end time,Unique objects,GPU
/home/worklab/Data/cv/video/ground_truth_video_06162021/record_47_p1c4_00000.mp4,---,---,1623876788.68,1623876848.82,---,---

Processing fps
2.9345320776643256

Confidence Cutoff,NMS Cutoff
0.3,0.5

Frame #,Timestamp,Object Confidence,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center,fbrx,fbry,fblx,fbly,bbrx,bbry,bblx,bbly,ftrx,ftry,ftlx,ftly,btrx,btry,btlx,btly
3,1623876788.78,0.9728276,sedan,287.29648,116.56385,442.89392,194.89154,---,---,3D Detector,---,---,316.58456,151.72456,302.73404,193.78835,449.978,147.3159,436.12747,189.3797,298.52707,127.888756,284.67654,169.95255,431.9205,123.4801,418.06998,165.54388
3,1623876788.78,0.94135326,midsize,1530.8723,92.94208,1711.1141,183.61838,---,---,3D Detector,---,---,1522.9536,137.53262,1538.3264,179.45135,1678.4929,136.52167,1693.8658,178.4404,1547.5952,104.201454,1562.9681,146.12018,1703.1346,103.19049,1718.5076,145.10922
4,1623876788.81,0.98168725,sedan,777.7263,637.0358,995.0658,736.95154,---,---,3D Detector,---,---,987.6399,728.88873,999.2488,672.1047,800.76215,729.5246,812.371,672.74054,964.77655,705.3451,976.3854,648.56104,777.8988,705.98096,789.5076,649.1969
4,1623876788.81,0.9459333,midsize,1496.6965,93.09301,1677.9915,183.72516,---,---,3D Detector,---,---,1491.1869,138.43817,1506.2764,179.70393,1645.2914,137.1458,1660.381,178.41158,1514.3508,104.729126,1529.4403,145.99489,1668.4553,103.43676,1683.5449,144.70253
4,1623876788.81,0.9443032,sedan,246.1348,114.62067,406.43073,198.75114,---,---,3D Detector,---,---,279.53406,148.74084,261.5559,190.63364,413.3275,152.43816,395.34937,194.33093,262.65137,124.25369,244.67322,166.14648,396.44482,127.951004,378.46667,169.8438
4,1623876788.81,0.3952689,sedan,1779.3408,10.40612,1943.1936,81.51996,---,---,3D Detector,---,---,1767.8232,46.420998,1795.9038,71.67184,1891.2635,42.982098,1919.3441,68.23294,1799.1001,26.896868,1827.1807,52.14771,1922.5404,23.45797,1950.621,48.70881
5,1623876788.84,0.9805132,sedan,822.7811,638.2665,1034.8346,736.24677,---,---,3D Detector,---,---,1033.6545,730.1327,1042.5927,672.0209,843.104,731.0797,852.0422,672.9679,1009.9314,706.4208,1018.86957,648.30896,819.3809,707.3678,828.3191,649.256
5,1623876788.84,0.9729065,sedan,213.5604,115.857666,377.8228,194.41847,---,---,3D Detector,---,---,240.611,150.92442,228.42773,196.1975,387.2378,146.62234,375.05457,191.89542,221.04477,125.1481,208.86153,170.42117,367.67157,120.846016,355.48834,166.11908
5,1623876788.84,0.9275982,midsize,1463.4247,91.16644,1646.8663,185.1658,---,---,3D Detector,---,---,1460.4175,140.06667,1475.1344,181.16353,1616.0411,137.89455,1630.758,178.9914,1479.7905,103.6447,1494.5074,144.74155,1635.4143,101.47257,1650.1311,142.56943
5,1623876788.84,0.80123943,sedan,1758.2488,5.664009,1908.1285,81.09051,---,---,3D Detector,---,---,1747.8802,47.67606,1772.594,75.52258,1856.8729,41.115757,1881.5867,68.96228,1777.1654,22.32664,1801.8792,50.173164,1886.1582,15.766335,1910.872,43.61286
6,1623876788.88,0.9807209,sedan,867.9253,636.5973,1078.4404,736.38556,---,---,3D Detector,---,---,1071.7109,726.6592,1077.3552,671.6706,886.9027,729.1048,892.547,674.1162,1056.4857,703.27167,1062.13,648.28314,871.6774,705.7173,877.3217,650.72876
6,1623876788.88,0.9612271,sedan,177.04427,114.77682,340.47314,194.53403,---,---,3D Detector,---,---,211.27122,144.2206,196.568,186.0701,348.1482,148.21716,333.44495,190.06667,191.11293,124.46042,176.4097,166.30994,327.9899,128.45699,313.28665,170.30649
6,1623876788.88,0.9227599,midsize,1431.5564,92.50543,1613.9175,184.25874,---,---,3D Detector,---,---,1427.2926,140.58171,1442.511,180.5589,1584.5594,136.58012,1599.778,176.55733,1445.8818,106.25023,1461.1002,146.22742,1603.1487,102.24866,1618.3672,142.22585
6,1623876788.88,0.9086153,sedan,1728.8468,6.0861893,1874.1571,82.91434,---,---,3D Detector,---,---,1716.2766,49.676273,1740.3165,77.14539,1826.7339,42.46882,1850.7739,69.937935,1744.5149,23.164452,1768.5548,50.63357,1854.9723,15.956997,1879.0122,43.426117
7,1623876788.91,0.98546904,sedan,910.1067,636.3309,1121.8955,738.5677,---,---,3D Detector,---,---,1111.9276,730.2593,1117.3334,676.22906,921.53265,730.2374,926.9384,676.2072,1106.1447,703.0412,1111.5504,649.011,915.74963,703.01935,921.15546,648.98914
7,1623876788.91,0.9390617,sedan,144.02527,115.14567,303.81915,193.25624,---,---,3D Detector,---,---,176.04044,144.64874,160.90024,184.30376,311.7769,149.06853,296.6367,188.72354,157.77322,125.191284,142.63303,164.8463,293.5097,129.61107,278.3695,169.26608
7,1623876788.91,0.9208866,sedan,1696.2797,8.54813,1843.371,82.63191,---,---,3D Detector,---,---,1683.6708,47.64818,1706.8517,77.25834,1799.9061,42.56604,1823.087,72.17621,1709.3325,22.838242,1732.5134,52.448402,1825.5679,17.75611,1848.7489,47.36627
7,1623876788.91,0.91734326,midsize,1399.5154,91.94195,1580.0887,187.67636,---,---,3D Detector,---,---,1393.5228,141.31998,1411.1732,182.21834,1547.4065,140.35133,1565.0569,181.2497,1412.9065,104.63303,1430.5569,145.5314,1566.7903,103.66438,1584.4407,144.56274
8,1623876788.95,0.9805679,sedan,109.09837,114.34169,271.74258,194.28415,---,---,3D Detector,---,---,143.67691,148.36607,124.59564,192.52257,282.87225,146.23703,263.79095,190.39352,122.49623,124.91085,103.414955,169.06734,261.69156,122.781815,242.61028,166.93831
8,1623876788.95,0.9743998,sedan,955.6134,635.2872,1161.8721,737.1808,---,---,3D Detector,---,---,1154.034,726.8517,1155.3154,672.01917,965.979,730.37885,967.2603,675.5463,1150.7479,701.6419,1152.0293,646.8094,962.6929,705.16907,963.9742,650.33655
8,1623876788.95,0.91882986,sedan,1665.1602,7.004612,1814.7805,83.299805,---,---,3D Detector,---,---,1651.1047,47.913742,1673.2399,77.49876,1772.8583,44.7124,1794.9934,74.29741,1677.6583,20.501505,1699.7936,50.086517,1799.412,17.300156,1821.5471,46.88517
8,1623876788.95,0.9021452,midsize,1366.1849,94.688416,1542.1335,183.97937,---,---,3D Detector,---,---,1361.4124,140.42241,1376.9872,179.9068,1511.2395,139.41136,1526.8142,178.89575,1380.9188,106.26374,1396.4937,145.74812,1530.746,105.25269,1546.3207,144.73708
9,1623876788.98,0.947134,sedan,998.43274,632.18524,1203.8085,736.87744,---,---,3D Detector,---,---,1193.8958,725.99005,1193.8405,670.39856,1001.4707,733.1603,1001.4153,677.5688,1198.0145,697.23914,1197.9591,641.64764,1005.58936,704.40936,1005.53394,648.8179
9,1623876788.98,0.93214077,midsize,1331.6982,97.762436,1508.5114,183.68066,---,---,3D Detector,---,---,1327.9254,140.02066,1341.8293,178.84152,1479.1617,141.93488,1493.0658,180.75574,1346.4066,107.18103,1360.3107,146.00189,1497.6431,109.095245,1511.547,147.91609
9,1623876788.98,0.92473686,sedan,67.8488,114.40492,236.72797,200.21117,---,---,3D Detector,---,---,115.01682,149.88928,92.057915,193.80338,243.96588,149.47743,221.00696,193.39154,90.91128,125.66104,67.95237,169.57513,219.86034,125.2492,196.90141,169.1633
9,1623876788.98,0.9030934,sedan,1633.7213,6.4988937,1782.5955,84.198364,---,---,3D Detector,---,---,1619.9316,49.540276,1644.784,78.74309,1739.563,44.79826,1764.4154,74.00107,1644.15,20.645546,1669.0024,49.84836,1763.7814,15.90353,1788.6338,45.106342
10,1623876789.01,0.9659374,sedan,33.92988,115.476105,211.59766,195.84438,---,---,3D Detector,---,---,78.08529,149.8882,53.582767,194.6066,223.38821,146.24329,198.88568,190.9617,52.55163,125.725235,28.049103,170.44363,197.85455,122.08032,173.35202,166.79874
10,1623876789.01,0.9474706,sedan,1043.0629,635.6759,1257.1824,737.1845,---,---,3D Detector,---,---,1243.602,730.47095,1250.631,674.0938,1058.1991,729.43164,1065.228,673.0545,1235.843,703.2555,1242.8721,646.87836,1050.4401,702.2162,1057.4691,645.83905
10,1623876789.01,0.9333206,midsize,1298.4745,96.99578,1473.4465,184.06758,---,---,3D Detector,---,---,1292.8927,139.7589,1306.715,179.16641,1445.0985,141.84462,1458.9208,181.25214,1311.9933,106.47513,1325.8156,145.88264,1464.1991,108.56085,1478.0214,147.96837
10,1623876789.01,0.9226685,sedan,1602.0544,5.7902107,1751.4828,84.33128,---,---,3D Detector,---,---,1589.6226,50.656643,1613.8567,80.07152,1710.5154,45.04013,1734.7495,74.455,1611.5126,20.184177,1635.7467,49.59905,1732.4055,14.567665,1756.6396,43.982536
11,1623876789.05,0.9322106,midsize,1266.5214,98.0295,1439.1707,182.85133,---,---,3D Detector,---,---,1264.9789,140.9645,1276.073,178.80835,1415.7505,141.4197,1426.8447,179.26353,1278.4132,107.9952,1289.5074,145.83905,1429.1849,108.45039,1440.2792,146.29424
11,1623876789.05,0.9286868,sedan,4.7773514,116.78815,177.59125,196.48363,---,---,3D Detector,---,---,39.99202,152.00595,22.265202,191.98767,185.47098,149.76448,167.74417,189.74622,18.387985,128.2932,0.66116333,168.27493,163.86694,126.051735,146.14014,166.03346
11,1623876789.05,0.92598,sedan,1570.1793,1.6852493,1723.1588,84.275604,---,---,3D Detector,---,---,1556.9037,46.450737,1584.1072,77.50661,1677.374,39.42617,1704.5776,70.48204,1580.8193,19.151339,1608.0228,50.207207,1701.2898,12.126774,1728.4933,43.182644
11,1623876789.05,0.84482765,sedan,1092.5458,635.7562,1290.4127,737.13544,---,---,3D Detector,---,---,1280.9075,723.0691,1277.178,672.0427,1109.492,728.55225,1105.7625,677.5259,1277.6006,699.64746,1273.8711,648.6211,1106.185,705.1306,1102.4556,654.10425
12,1623876789.08,0.936456,sedan,1542.074,2.2476578,1690.1543,85.634674,---,---,3D Detector,---,---,1528.2554,49.984848,1556.1447,79.61694,1646.367,40.514874,1674.2562,70.14697,1550.4088,21.127493,1578.2981,50.75959,1668.5204,11.6575165,1696.4097,41.289616
12,1623876789.08,0.93048644,midsize,1232.4851,97.71101,1407.3367,183.10863,---,---,3D Detector,---,---,1231.4056,141.48941,1242.3839,179.36166,1385.7946,140.57884,1396.773,178.4511,1243.0055,108.44281,1253.9838,146.31508,1397.3945,107.53224,1408.3728,145.40451
12,1623876789.08,0.91759133,sedan,1134.0405,633.7039,1334.8729,750.79504,---,---,3D Detector,---,---,1312.9795,744.8528,1312.9944,688.3311,1147.4824,734.46765,1147.4973,677.946,1321.9176,712.10077,1321.9325,655.5791,1156.4207,701.71564,1156.4354,645.194
12,1623876789.08,0.91705704,sedan,-41.36656,109.06681,138.17775,201.18065,---,---,3D Detector,---,---,-2.1146393,143.83562,-17.141602,182.86697,145.3643,153.12135,130.33734,192.15273,-25.120132,124.29283,-40.14708,163.3242,122.35881,133.57858,107.33185,172.60994
13,1623876789.11,0.9522063,sedan,1516.0831,4.300499,1656.6471,84.13483,---,---,3D Detector,---,---,1502.6321,47.208366,1523.7808,79.05546,1625.4708,39.363274,1646.6194,71.21037,1520.2504,21.30295,1541.399,53.150047,1643.0891,13.457859,1664.2378,45.304955
13,1623876789.11,0.92380685,midsize,1197.9736,97.05702,1376.6211,184.37955,---,---,3D Detector,---,---,1197.4926,140.68687,1209.2267,179.64468,1353.9802,140.95334,1365.7144,179.91115,1208.7174,107.79654,1220.4515,146.75435,1365.2051,108.063,1376.9393,147.02081
13,1623876789.11,0.91806906,sedan,1181.2292,627.0148,1370.5033,756.7735,---,---,3D Detector,---,---,1357.0066,730.2967,1353.1359,676.0867,1191.7781,749.21545,1187.9073,695.00543,1360.4601,696.13385,1356.5892,641.9239,1195.2316,715.0526,1191.3608,660.84265
13,1623876789.11,0.4175499,sedan,-61.678406,110.22752,116.709656,200.98749,---,---,3D Detector,---,---,-11.728882,150.26091,-23.601479,182.81592,102.25345,155.47751,90.38085,188.03252,-36.571945,127.84437,-48.444534,160.39938,77.410385,133.06096,65.537796,165.61597
14,1623876789.15,0.9565029,sedan,1483.9377,5.5102577,1628.1812,82.92833,---,---,3D Detector,---,---,1470.9729,47.7041,1490.1467,77.71991,1598.9064,41.563454,1618.0802,71.57926,1488.2065,20.84405,1507.3805,50.85986,1616.14,14.703403,1635.314,44.71921
14,1623876789.15,0.91436374,midsize,1164.5912,97.88042,1343.2058,183.65288,---,---,3D Detector,---,---,1163.7753,138.8499,1174.054,178.29425,1322.3861,141.68561,1332.6647,181.12996,1175.4286,106.83614,1185.7073,146.28049,1334.0394,109.67185,1344.3181,149.11621
14,1623876789.15,0.77138346,sedan,1219.8385,630.1547,1419.8484,749.4454,---,---,3D Detector,---,---,1400.4182,725.1746,1390.4874,670.97266,1237.5065,742.44403,1227.5757,688.24207,1409.066,696.3613,1399.1353,642.15936,1246.1543,713.6307,1236.2235,659.4287
14,1623876789.15,0.3680848,sedan,1255.3235,643.72736,1400.2052,725.2465,---,---,3D Detector,---,---,1381.1686,717.23224,1375.1576,675.0668,1263.9185,718.5578,1257.9075,676.3923,1396.3877,696.63586,1390.3767,654.47034,1279.1376,697.96136,1273.1266,655.7959
15,1623876789.18,0.9421803,sedan,1451.1462,4.7752953,1597.0101,84.0748,---,---,3D Detector,---,---,1438.4681,46.87635,1457.8956,77.47655,1567.8167,41.167355,1587.244,71.76755,1455.4814,20.804,1474.9089,51.404198,1584.83,15.095005,1604.2573,45.6952
15,1623876789.18,0.91864896,midsize,1130.4814,97.96864,1304.7793,183.2702,---,---,3D Detector,---,---,1127.4856,141.25946,1137.1057,179.07056,1288.3147,142.08835,1297.9348,179.89946,1138.1873,107.9556,1147.8074,145.76671,1299.0164,108.78449,1308.6365,146.5956
15,1623876789.18,0.84406936,sedan,1278.6494,634.8369,1454.0261,742.02167,---,---,3D Detector,---,---,1404.4034,719.70496,1402.9207,691.8292,1318.5531,728.10815,1317.0703,700.2324,1414.0496,680.8152,1412.5668,652.93945,1328.1992,689.2184,1326.7164,661.34265
16,1623876789.22,0.9418736,midsize,1094.0513,97.343025,1272.6176,185.86813,---,---,3D Detector,---,---,1091.8768,141.26288,1100.8264,180.20682,1255.7246,143.84045,1264.6742,182.7844,1103.213,107.170135,1112.1626,146.11407,1267.0609,109.74773,1276.0104,148.69167
16,1623876789.22,0.94023263,sedan,1421.0308,6.5449524,1569.6378,84.0732,---,---,3D Detector,---,---,1410.9932,46.626656,1428.4457,77.90018,1541.7139,42.37401,1559.1664,73.64753,1426.3474,21.309526,1443.8,52.583046,1557.0681,17.05688,1574.5206,48.330402
16,1623876789.22,0.86963665,sedan,1290.6193,635.26794,1508.427,732.67633,---,---,3D Detector,---,---,1482.853,712.82214,1468.5724,665.7339,1298.8071,730.5938,1284.5265,683.5055,1508.6912,690.2118,1494.4105,643.12354,1324.6453,707.98346,1310.3646,660.8952
17,1623876789.25,0.9633801,sedan,1347.9705,633.32635,1551.8573,732.1056,---,---,3D Detector,---,---,1521.6531,721.13574,1511.0565,669.53485,1348.6871,727.62885,1338.0905,676.02795,1553.3806,695.3183,1542.784,643.7174,1380.4147,701.8114,1369.818,650.2105
17,1623876789.25,0.95276004,sedan,1393.0707,7.285324,1539.3027,83.99925,---,---,3D Detector,---,---,1384.7365,47.37591,1400.4744,77.51376,1512.6042,44.06493,1528.3422,74.20279,1398.7467,21.69703,1414.4846,51.83489,1526.6145,18.386047,1542.3524,48.523907
17,1623876789.25,0.92918235,midsize,1061.2192,98.469894,1239.9629,184.99542,---,---,3D Detector,---,---,1061.6155,140.71812,1068.5836,179.84152,1224.9865,142.88095,1231.9546,182.00436,1070.9885,107.76534,1077.9567,146.88875,1234.3595,109.928185,1241.3276,149.05159
18,1623876789.28,0.95939696,sedan,1391.9042,635.97784,1595.0334,729.5494,---,---,3D Detector,---,---,1562.4628,719.0575,1553.2957,663.86993,1391.1221,726.6177,1381.9548,671.43005,1598.4727,697.82336,1589.3055,642.63574,1427.132,705.3835,1417.9648,650.19586
18,1623876789.28,0.9553707,sedan,1363.607,8.21954,1509.8162,85.15909,---,---,3D Detector,---,---,1354.5865,49.444077,1371.7648,79.897934,1482.4136,44.845783,1499.5918,75.29964,1368.3514,22.54749,1385.5298,53.001347,1496.1786,17.949194,1513.3568,48.403053
18,1623876789.28,0.9401889,midsize,1026.1665,98.37242,1208.9982,185.10829,---,---,3D Detector,---,---,1026.095,139.4793,1034.3583,180.67758,1192.8975,140.946,1201.1608,182.14429,1035.4132,107.74245,1043.6766,148.94073,1202.2157,109.20915,1210.4791,150.40744
19,1623876789.32,0.966237,sedan,1443.1881,633.842,1635.3174,730.76013,---,---,3D Detector,---,---,1611.4209,720.09216,1603.93,672.19745,1445.7455,721.75616,1438.2545,673.86145,1636.3445,695.3509,1628.8536,647.4562,1470.6691,697.01483,1463.1782,649.1201
19,1623876789.32,0.9569124,sedan,1334.836,10.311924,1478.9615,83.52513,---,---,3D Detector,---,---,1326.6494,49.635162,1342.1041,78.51986,1455.576,45.64706,1471.0308,74.53176,1338.7295,23.54191,1354.1842,52.42661,1467.6561,19.553812,1483.1108,48.43851
19,1623876789.32,0.9381798,midsize,992.96686,97.54903,1175.289,186.55942,---,---,3D Detector,---,---,994.7474,140.61046,1001.5084,181.76715,1161.8035,142.71703,1168.5645,183.8737,1001.4981,106.80115,1008.25916,147.95782,1168.5542,108.9077,1175.3153,150.06439
20,1623876789.35,0.9667208,sedan,1482.6149,632.88794,1687.3833,734.6661,---,---,3D Detector,---,---,1653.8433,723.553,1643.753,669.8108,1489.4957,727.0305,1479.4055,673.28827,1684.8883,698.3781,1674.7981,644.63586,1520.5408,701.8556,1510.4506,648.1134
20,1623876789.35,0.96340996,sedan,1302.9961,9.919193,1449.3239,83.838356,---,---,3D Detector,---,---,1294.526,46.727192,1308.3135,77.38781,1425.7579,46.690193,1439.5454,77.350815,1308.2356,21.304722,1322.0231,51.965343,1439.4675,21.267721,1453.255,51.928345
20,1623876789.35,0.9522996,midsize,960.1652,98.17151,1140.3291,185.39236,---,---,3D Detector,---,---,962.3045,140.52954,968.17365,180.68307,1128.4526,141.95345,1134.3217,182.10696,968.2962,107.890434,974.1653,148.04396,1134.4442,109.31435,1140.3134,149.46786
20,1623876789.35,0.5283729,sedan,1750.6251,96.470955,1913.8704,185.46445,---,---,3D Detector,---,---,1753.1815,142.3375,1761.0763,176.22957,1890.764,145.78629,1898.6588,179.67836,1763.3522,107.969696,1771.247,141.86177,1900.9347,111.41849,1908.8295,145.31058
21,1623876789.38,0.9714616,sedan,1519.7584,632.3364,1738.3157,735.9535,---,---,3D Detector,---,---,1699.2108,725.4716,1688.7941,669.4752,1526.3989,725.48627,1515.982,669.48987,1735.6261,702.289,1725.2092,646.29266,1562.8142,702.30365,1552.3973,646.30725
21,1623876789.38,0.9662939,sedan,1273.0894,10.240551,1419.4886,84.01843,---,---,3D Detector,---,---,1265.4767,46.828102,1277.1855,77.283485,1399.3837,48.18872,1411.0924,78.644104,1278.0005,20.452442,1289.7092,50.90782,1411.9073,21.81306,1423.6161,52.26844
21,1623876789.38,0.96603894,midsize,928.04297,97.55156,1107.3331,187.14256,---,---,3D Detector,---,---,933.72076,140.90479,937.9954,182.60956,1097.8176,142.37741,1102.0924,184.08218,936.07526,106.91687,940.35,148.62164,1100.1722,108.3895,1104.4469,150.09427
21,1623876789.38,0.7953153,sedan,1717.8606,99.11213,1875.6049,181.30817,---,---,3D Detector,---,---,1723.2981,139.44537,1730.3337,174.63971,1850.9927,141.25444,1858.0283,176.44878,1734.6807,110.279465,1741.7162,145.4738,1862.3752,112.08854,1869.4109,147.28287
22,1623876789.42,0.9714144,sedan,1567.4711,629.08826,1772.7832,734.4791,---,---,3D Detector,---,---,1742.5558,722.9787,1728.6885,667.349,1569.2972,723.1713,1555.4299,667.5416,1779.8252,699.8396,1765.9579,644.20984,1606.5667,700.03217,1592.6993,644.40247
22,1623876789.42,0.961842,sedan,1238.512,8.891083,1387.8993,83.77468,---,---,3D Detector,---,---,1232.5503,46.39087,1244.7362,76.77562,1366.2073,47.743843,1378.3932,78.12859,1244.4137,19.588684,1256.5996,49.97343,1378.0707,20.941658,1390.2566,51.326405
22,1623876789.42,0.94327873,midsize,896.11316,98.1694,1072.4124,186.84407,---,---,3D Detector,---,---,904.9109,141.48625,907.5416,182.06998,1064.4761,142.65741,1067.1068,183.24113,904.46027,108.07283,907.091,148.65656,1064.0254,109.24397,1066.6561,149.82771
22,1623876789.42,0.38556096,sedan,1685.454,102.73048,1843.204,179.59491,---,---,3D Detector,---,---,1693.53,139.46391,1700.7677,174.99658,1824.4348,141.56578,1831.6725,177.09845,1696.9554,111.55354,1704.1931,147.08621,1827.8602,113.655426,1835.0979,149.18808
23,1623876789.45,0.9860551,sedan,1607.5498,630.53314,1820.844,733.4154,---,---,3D Detector,---,---,1781.4886,722.7493,1769.1068,667.8723,1617.4476,723.43634,1605.0658,668.5593,1816.8351,698.9668,1804.4532,644.0897,1652.7941,699.6538,1640.4122,644.77673
23,1623876789.45,0.9596546,sedan,1209.5693,11.338829,1354.6276,83.67842,---,---,3D Detector,---,---,1201.4806,50.510414,1216.4241,79.179634,1334.006,46.99466,1348.9495,75.66388,1211.6172,23.92442,1226.5608,52.593643,1344.1426,20.408665,1359.086,49.07789
23,1623876789.45,0.9433199,midsize,860.7664,98.866455,1040.3231,187.34416,---,---,3D Detector,---,---,869.2335,142.24573,871.7862,182.28062,1031.3712,143.92162,1033.9238,183.95651,869.6441,108.6684,872.19684,148.7033,1031.7819,110.34429,1034.3345,150.37918
23,1623876789.45,0.44068313,sedan,1652.8826,101.51306,1804.4675,183.52101,---,---,3D Detector,---,---,1660.4358,143.2811,1663.003,178.06927,1788.1559,143.97287,1790.7231,178.76105,1665.5061,112.06758,1668.0734,146.85576,1793.2261,112.75935,1795.7935,147.54753
24,1623876789.48,0.9837536,sedan,1653.0764,629.92993,1863.8693,728.75836,---,---,3D Detector,---,---,1834.0568,714.70294,1813.7478,663.53015,1660.9233,722.17847,1640.6144,671.0057,1870.1842,692.5614,1849.8752,641.3887,1697.0508,700.0369,1676.7418,648.8642
24,1623876789.48,0.96058697,sedan,1179.9797,10.870552,1324.8463,84.03957,---,---,3D Detector,---,---,1170.781,49.297443,1185.8408,80.20622,1306.3749,45.833668,1321.4346,76.74245,1179.5492,22.966316,1194.609,53.8751,1315.1431,19.502542,1330.2028,50.411324
24,1623876789.48,0.9342355,midsize,825.7039,98.30052,1005.5869,188.23392,---,---,3D Detector,---,---,831.744,141.42667,835.44244,181.04993,994.8443,145.83734,998.5427,185.4606,834.78424,107.66402,838.48267,147.28728,997.88446,112.07469,1001.5829,151.69795
24,1623876789.48,0.5679442,sedan,1614.291,101.63133,1771.3698,180.64862,---,---,3D Detector,---,---,1613.9781,141.08748,1627.0947,174.80498,1737.8557,144.79019,1750.9723,178.5077,1629.9155,111.06601,1643.0321,144.78352,1753.7931,114.76874,1766.9097,148.48624
25,1623876789.52,0.9864537,sedan,1698.5598,629.0701,1903.1943,731.5253,---,---,3D Detector,---,---,1870.3475,718.06305,1851.0298,663.90906,1706.7981,721.402,1687.4803,667.24805,1907.5857,697.4488,1888.268,643.2948,1744.0363,700.7877,1724.7185,646.6337
25,1623876789.52,0.9725127,sedan,1151.5171,11.071056,1293.662,83.53678,---,---,3D Detector,---,---,1141.51,51.167164,1157.3105,79.84608,1275.3671,45.817524,1291.1677,74.496445,1150.2693,24.468805,1166.07,53.147724,1284.1265,19.11917,1299.9271,47.798084
25,1623876789.52,0.9111513,midsize,793.69684,98.86522,971.8677,186.66599,---,---,3D Detector,---,---,803.39557,139.53131,804.07825,180.1078,965.37286,143.85378,966.05554,184.43027,802.3305,107.72503,803.0132,148.30151,964.3078,112.047485,964.9905,152.62398
25,1623876789.52,0.5615654,sedan,1582.2872,100.185974,1737.4655,183.10883,---,---,3D Detector,---,---,1585.8433,138.6195,1592.3625,175.67114,1715.2865,143.03824,1721.8058,180.08987,1597.8112,109.316444,1604.3304,146.36809,1727.2544,113.73518,1733.7737,150.78682
