Video sequence name,Processing start time,Processing end time,Timestamp start time,Timestamp end time,Unique objects,GPU
/home/worklab/Data/cv/video/ground_truth_video_06162021/record_47_p1c4_00000.mp4,---,---,1623876788.68,1623876848.82,---,---

Processing fps
2.9345320776643256

Confidence Cutoff,NMS Cutoff
0.3,0.5

Frame #,Timestamp,Object Confidence,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center,fbrx,fbry,fblx,fbly,bbrx,bbry,bblx,bbly,ftrx,ftry,ftlx,ftly,btrx,btry,btlx,btly
217,1623876795.93,0.9436765,sedan,1436.9968,12.170151,1593.7714,91.659805,---,---,3D Detector,---,---,1427.325,55.18157,1444.7545,88.271706,1566.8861,50.78225,1584.3157,83.87238,1441.1061,25.722237,1458.5356,58.81237,1580.6672,21.322916,1598.0968,54.413048
217,1623876795.93,0.8479433,midsize,818.2018,510.86676,1028.2373,628.7789,---,---,3D Detector,---,---,1024.9552,614.3899,1026.6299,555.169,833.6454,624.4512,835.32007,565.2302,1013.90283,580.46155,1015.5775,521.2406,822.593,590.52277,824.2677,531.3019
217,1623876795.93,0.8132299,midsize,532.0338,365.07245,738.05493,470.6504,---,---,3D Detector,---,---,731.81775,463.38126,746.62744,406.76373,559.8434,461.0527,574.6531,404.4352,701.34564,436.6974,716.1553,380.0799,529.3712,434.36884,544.1809,377.75134
218,1623876795.96,0.98901355,sedan,696.8297,112.39412,843.8083,190.75864,---,---,3D Detector,---,---,709.9641,149.00047,705.7101,191.31837,847.1037,146.20229,842.8496,188.52019,700.3767,121.39868,696.1227,163.71658,837.5163,118.60049,833.2622,160.91838
218,1623876795.96,0.9665355,sedan,1406.7567,12.333542,1562.9432,92.2303,---,---,3D Detector,---,---,1396.5873,55.868973,1415.012,89.57195,1537.0643,51.180996,1555.489,84.88397,1409.3258,25.295488,1427.7505,58.99847,1549.803,20.607512,1568.2277,54.310493
218,1623876795.96,0.88759285,midsize,866.192,514.6756,1072.8892,628.5263,---,---,3D Detector,---,---,1068.6786,615.35486,1066.463,555.3355,875.309,629.2468,873.09344,569.2275,1064.8121,580.9214,1062.5966,520.90204,871.4425,594.81335,869.2269,534.79407
218,1623876795.96,0.8024045,midsize,571.2954,366.67154,783.45605,472.1959,---,---,3D Detector,---,---,779.7983,462.4078,788.64844,403.58365,600.17346,465.05743,609.02356,406.23325,750.8956,438.5563,759.7457,379.73215,571.27075,441.20593,580.12085,382.38177
219,1623876795.99,0.9812821,sedan,659.92377,113.249626,810.3435,190.04231,---,---,3D Detector,---,---,679.84314,147.36641,672.00415,190.69775,813.5087,143.49498,805.6698,186.82632,667.73895,123.30833,659.9,166.63968,801.40454,119.43689,793.5656,162.76825
219,1623876795.99,0.9749786,sedan,1375.5162,13.041317,1528.493,91.67949,---,---,3D Detector,---,---,1364.974,54.042725,1382.2709,88.464905,1503.8314,50.99144,1521.1283,85.41362,1377.9252,24.857454,1395.222,59.279633,1516.7827,21.806171,1534.0796,56.228348
219,1623876795.99,0.86951727,midsize,918.61847,511.50998,1118.6091,627.7796,---,---,3D Detector,---,---,1115.7213,612.5925,1115.5116,556.2507,929.2227,623.47327,929.01294,567.1314,1108.9636,577.8307,1108.7539,521.48883,922.465,588.71136,922.25525,532.3695
219,1623876795.99,0.8087068,midsize,616.21875,367.59943,820.01917,469.0064,---,---,3D Detector,---,---,814.0802,459.5046,823.0654,404.77655,639.2492,461.76404,648.2345,407.03595,792.3969,434.6018,801.3822,379.87375,617.5659,436.86127,626.5512,382.13318
220,1623876796.03,0.98551834,sedan,618.85785,114.511826,777.53156,191.02779,---,---,3D Detector,---,---,638.63806,147.44238,633.79504,191.23894,779.16595,144.22751,774.32294,188.02408,624.6398,123.32413,619.79675,167.1207,765.16766,120.10926,760.3247,163.90582
220,1623876796.03,0.9820442,sedan,1343.213,12.841423,1497.7915,93.32341,---,---,3D Detector,---,---,1334.1011,53.78221,1350.4825,89.1597,1473.874,51.98342,1490.2555,87.3609,1346.1055,24.649267,1362.487,60.02675,1485.8785,22.850475,1502.26,58.227955
220,1623876796.03,0.8113638,midsize,667.4543,369.0191,859.9189,471.43353,---,---,3D Detector,---,---,856.6112,461.67554,864.10077,408.6007,688.49414,465.18277,695.9837,412.10794,835.3593,433.99554,842.8489,380.9207,667.24225,437.50275,674.73175,384.42792
220,1623876796.03,0.80187476,midsize,968.1782,513.105,1167.0045,627.48566,---,---,3D Detector,---,---,1162.4872,610.9686,1157.5897,556.3759,976.4879,625.73865,971.59033,571.14594,1162.8247,576.0046,1157.9272,521.41187,976.82544,590.77454,971.9279,536.1818
221,1623876796.06,0.9891818,sedan,585.45447,115.11978,744.228,190.67192,---,---,3D Detector,---,---,611.5547,146.6508,605.829,191.5845,745.7966,143.79451,740.0709,188.72821,592.69415,122.86942,586.96844,167.80312,726.93604,120.01314,721.2104,164.94682
221,1623876796.06,0.9806116,sedan,1310.1412,13.404251,1466.2913,93.523056,---,---,3D Detector,---,---,1300.4594,54.922974,1317.0676,90.14423,1443.5762,52.20665,1460.1843,87.42791,1311.5834,25.182074,1328.1915,60.40333,1454.7001,22.46575,1471.3083,57.687008
221,1623876796.06,0.8039564,midsize,706.5825,365.66617,910.3351,472.59964,---,---,3D Detector,---,---,903.32117,461.35452,912.46875,404.75854,731.0533,465.36066,740.2009,408.76468,880.4817,434.78625,889.62933,378.1903,708.21387,438.7924,717.36145,382.1964
221,1623876796.06,0.7589176,midsize,1020.317,511.21323,1216.6698,624.6018,---,---,3D Detector,---,---,1211.0833,611.2296,1212.2095,554.7031,1026.8502,621.5289,1027.9764,565.0024,1210.8866,576.22296,1212.0128,519.6965,1026.6536,586.5222,1027.7797,529.9958
222,1623876796.09,0.99152243,sedan,554.00745,112.33775,713.85236,190.18018,---,---,3D Detector,---,---,581.4408,145.40714,574.3582,190.45625,716.9554,143.13995,709.8728,188.18909,561.91034,120.24069,554.82776,165.28983,697.4249,117.97351,690.34235,163.02264
222,1623876796.09,0.97833145,sedan,1277.9464,12.865871,1435.0327,93.79372,---,---,3D Detector,---,---,1267.187,55.093872,1285.0543,90.64212,1411.8698,52.19155,1429.7369,87.73979,1278.5895,24.385157,1296.4568,59.9334,1423.2721,21.482834,1441.1394,57.03108
222,1623876796.09,0.8296314,midsize,1062.7446,512.7046,1266.6428,621.94446,---,---,3D Detector,---,---,1250.4154,607.8964,1243.2937,554.8158,1070.6271,618.86957,1063.5055,565.78894,1264.6992,574.0695,1257.5776,520.9889,1084.911,585.04266,1077.7894,531.96204
222,1623876796.09,0.7639889,midsize,752.29877,366.93442,947.86053,474.26144,---,---,3D Detector,---,---,939.50806,468.15503,952.14233,414.34717,769.1405,462.032,781.7748,408.22415,922.74426,438.66016,935.37854,384.8523,752.3767,432.53714,765.011,378.72928
223,1623876796.13,0.9934975,sedan,521.1336,111.6302,680.162,191.24664,---,---,3D Detector,---,---,545.6227,147.31483,539.6111,191.21689,682.1046,142.99641,676.093,186.89847,528.32666,122.329956,522.31506,166.23201,664.8086,118.01153,658.797,161.91359
223,1623876796.13,0.9796029,sedan,1245.2501,12.964748,1405.3486,93.78165,---,---,3D Detector,---,---,1235.5764,54.160683,1252.9984,90.3978,1381.8223,51.44123,1399.2443,87.678345,1246.5256,24.764622,1263.9476,61.001736,1392.7715,22.04517,1410.1935,58.28228
223,1623876796.13,0.86805785,midsize,1116.186,510.4386,1312.8572,627.01135,---,---,3D Detector,---,---,1306.9879,608.8939,1304.9725,554.0516,1121.9369,622.60376,1119.9215,567.7614,1309.3271,574.90894,1307.3118,520.06665,1124.2761,588.6188,1122.2607,533.7764
223,1623876796.13,0.7595007,midsize,795.5447,365.40317,994.9591,473.72992,---,---,3D Detector,---,---,985.9275,463.45758,994.06683,407.8724,815.4354,464.3711,823.57477,408.78592,969.9854,434.54584,978.12476,378.96066,799.49335,435.45935,807.6327,379.87418
224,1623876796.16,0.9900872,sedan,485.97876,111.1834,640.464,193.034,---,---,3D Detector,---,---,512.9448,147.90094,505.1591,193.55453,649.2215,141.90053,641.4357,187.55414,490.80838,122.881714,483.02264,168.53532,627.0851,116.8813,619.2993,162.53491
224,1623876796.16,0.9840014,sedan,1214.9083,13.814911,1372.3213,94.63455,---,---,3D Detector,---,---,1205.4995,55.49943,1222.4196,91.904366,1351.9542,52.240803,1368.8744,88.64574,1214.2338,25.492836,1231.1538,61.89777,1360.6885,22.234207,1377.6085,58.63914
224,1623876796.16,0.80767506,midsize,841.3925,368.44995,1040.8202,471.30267,---,---,3D Detector,---,---,1033.3473,460.7462,1041.4619,407.2413,861.937,463.61368,870.05176,410.10876,1015.3868,434.5975,1023.50146,381.0926,843.97656,437.46497,852.0913,383.96008
224,1623876796.16,0.60936457,midsize,1166.2633,513.2023,1356.1841,621.17303,---,---,3D Detector,---,---,1343.4589,604.9453,1333.1073,554.01324,1183.9738,617.8909,1173.6222,566.9588,1347.3928,572.465,1337.0413,521.53296,1187.9077,585.41064,1177.5562,534.4785
224,1623876796.16,0.30143052,midsize,1171.5197,489.484,1452.0692,635.66016,---,---,3D Detector,---,---,1369.6484,585.17584,1342.2499,559.49585,1279.3333,596.3917,1251.9348,570.71173,1371.8804,558.50616,1344.4818,532.8262,1281.5652,569.72205,1254.1667,544.0421
225,1623876796.19,0.9945193,sedan,451.67676,112.74027,605.2768,191.97467,---,---,3D Detector,---,---,476.37088,147.51869,467.75745,190.89688,613.9077,145.1166,605.2943,188.49478,456.9215,122.20602,448.30807,165.58421,594.4583,119.803925,585.8449,163.18211
225,1623876796.19,0.9815213,sedan,1184.1902,15.363415,1338.7472,94.04724,---,---,3D Detector,---,---,1174.5166,55.123863,1190.8466,91.02171,1318.4026,53.00943,1334.7325,88.90727,1184.0597,26.160248,1200.3898,62.05809,1327.9457,24.045813,1344.2758,59.94366
225,1623876796.19,0.7552346,midsize,889.58795,369.61902,1074.1171,471.63162,---,---,3D Detector,---,---,1069.9572,463.356,1075.6774,410.80176,905.0951,465.5498,910.8153,412.9956,1056.4728,434.1998,1062.193,381.6456,891.6108,436.39365,897.33093,383.83942
225,1623876796.19,0.50003386,midsize,1215.7123,509.01672,1406.3602,638.48083,---,---,3D Detector,---,---,1384.9741,619.78546,1377.9341,562.94385,1229.0321,624.7399,1221.992,567.89825,1398.3743,585.6341,1391.3341,528.7925,1242.4321,590.58856,1235.392,533.7469
226,1623876796.23,0.99581736,sedan,414.84308,111.7766,569.5352,191.22038,---,---,3D Detector,---,---,440.23718,146.07208,429.58356,189.06653,578.2888,145.98566,567.6352,188.9801,421.32483,120.40832,410.67117,163.40276,559.37646,120.32189,548.7228,163.31633
226,1623876796.23,0.9771681,sedan,1150.8768,15.209675,1306.5139,94.590546,---,---,3D Detector,---,---,1142.5068,55.918495,1158.0985,91.518936,1286.1775,54.16303,1301.7692,89.76347,1151.6598,25.82434,1167.2515,61.424786,1295.3304,24.068872,1310.9221,59.66932
226,1623876796.23,0.83454925,midsize,933.8974,366.60236,1121.4595,470.41873,---,---,3D Detector,---,---,1113.7887,459.77347,1117.4496,408.5702,948.17694,464.05005,951.83777,412.84674,1104.9203,429.39685,1108.5812,378.19357,939.30853,433.6734,942.96936,382.47012
226,1623876796.23,0.45600957,midsize,1267.0612,506.91077,1456.5103,637.7475,---,---,3D Detector,---,---,1433.7014,619.7677,1419.4426,561.5462,1285.096,629.37604,1270.8372,571.15454,1449.2423,578.70154,1434.9835,520.48004,1300.637,588.3099,1286.3782,530.0884
227,1623876796.26,0.9965558,sedan,377.2578,111.77442,536.0435,191.64899,---,---,3D Detector,---,---,406.694,146.13948,393.10287,189.1336,545.65894,146.52423,532.06775,189.51836,385.84482,120.35327,372.2537,163.3474,524.80975,120.73802,511.21857,163.73215
227,1623876796.26,0.9805408,sedan,1118.6542,16.605627,1274.9086,94.75813,---,---,3D Detector,---,---,1107.669,55.733566,1123.2357,91.8026,1254.1797,54.711624,1269.7465,90.780655,1118.9862,26.31715,1134.553,62.38618,1265.497,25.295208,1281.0637,61.364235
227,1623876796.26,0.8121231,midsize,975.8207,367.65475,1165.9476,467.7968,---,---,3D Detector,---,---,1155.4213,462.2559,1159.4203,410.84875,984.5523,460.80984,988.5514,409.40274,1154.3059,432.1165,1158.3049,380.70935,983.437,430.67044,987.43604,379.2633
227,1623876796.26,0.5197426,midsize,1306.703,510.68228,1501.0844,632.04504,---,---,3D Detector,---,---,1479.3076,607.74634,1466.4934,561.1793,1331.4128,625.61,1318.5986,579.04297,1487.0352,567.2277,1474.221,520.66077,1339.1404,585.0914,1326.3262,538.52435
228,1623876796.29,0.99634856,sedan,340.74597,110.92496,501.13373,193.13441,---,---,3D Detector,---,---,370.8951,148.14734,357.60986,192.2168,509.59583,144.85533,496.31058,188.9248,350.21176,121.75276,336.92654,165.82224,488.91248,118.460754,475.62726,162.53023
228,1623876796.29,0.98525584,sedan,1085.5349,16.477385,1244.9082,94.63489,---,---,3D Detector,---,---,1077.7715,55.903347,1092.8999,91.28581,1226.4979,53.78951,1241.6263,89.17198,1084.849,27.446892,1099.9774,62.829357,1233.5754,25.333055,1248.7039,60.71552
228,1623876796.29,0.7089428,midsize,1020.57446,366.99277,1202.9661,472.59683,---,---,3D Detector,---,---,1194.772,466.7291,1201.6616,413.21652,1030.5276,462.5708,1037.4172,409.0582,1188.8124,435.6119,1195.702,382.09933,1024.568,431.4536,1031.4576,377.941
228,1623876796.29,0.5420218,midsize,1351.4381,501.7903,1557.197,629.7474,---,---,3D Detector,---,---,1528.5851,607.2646,1511.6649,554.63434,1374.7134,624.2394,1357.7932,571.60913,1546.1912,565.6982,1529.2711,513.068,1392.3196,582.67303,1375.3994,530.0428
229,1623876796.33,0.99603504,sedan,309.12173,113.197014,464.72424,190.90222,---,---,3D Detector,---,---,342.7972,145.24504,326.90607,190.86844,475.06683,143.19766,459.17566,188.82106,319.14368,122.156494,303.25253,167.77989,451.41327,120.109116,435.52213,165.73251
229,1623876796.33,0.98464286,sedan,1050.4352,15.898819,1214.6581,96.32022,---,---,3D Detector,---,---,1044.3129,57.422443,1060.4502,92.86316,1195.3395,53.372124,1211.4769,88.812836,1050.394,28.954948,1066.5315,64.39566,1201.4207,24.90463,1217.5581,60.345337
229,1623876796.33,0.74918646,midsize,1064.548,367.74826,1248.0762,469.052,---,---,3D Detector,---,---,1236.6368,460.4594,1240.0548,409.55768,1076.9335,461.0666,1080.3514,410.16486,1232.5315,431.5037,1235.9495,380.60196,1072.8281,432.11087,1076.2461,381.2091
229,1623876796.33,0.5089098,midsize,1404.8049,516.318,1594.8148,618.6515,---,---,3D Detector,---,---,1575.758,596.2503,1548.4329,553.7812,1423.8201,615.21356,1396.4949,572.7445,1598.6025,566.3087,1571.2773,523.83966,1446.6647,585.27203,1419.3394,542.803
230,1623876796.36,0.99211735,sedan,272.90408,113.383606,432.81445,190.55457,---,---,3D Detector,---,---,310.89615,143.47504,294.92664,191.29276,443.5038,141.18086,427.5343,188.99857,283.72687,121.52464,267.75732,169.34235,416.33453,119.23046,400.365,167.04817
230,1623876796.36,0.98427737,sedan,1018.7274,15.989445,1181.7756,96.19055,---,---,3D Detector,---,---,1011.4992,58.007324,1025.6758,92.785805,1167.4318,53.390984,1181.6083,88.169464,1016.18115,29.39833,1030.3577,64.17681,1172.1138,24.781992,1186.2903,59.560474
230,1623876796.36,0.83869123,midsize,1448.7081,507.61414,1657.6716,618.5926,---,---,3D Detector,---,---,1627.0702,598.99786,1606.5155,546.6101,1463.1216,612.00366,1442.567,559.6159,1659.6849,570.88837,1639.1304,518.5006,1495.7365,583.89417,1475.1818,531.5064
230,1623876796.36,0.72464114,midsize,1112.3469,367.4563,1290.3143,467.85837,---,---,3D Detector,---,---,1278.0574,462.86264,1279.2256,408.92477,1122.317,462.9756,1123.4852,409.03772,1279.6147,432.1082,1280.783,378.1703,1123.8744,432.22113,1125.0426,378.28326
231,1623876796.39,0.9932126,sedan,233.40802,112.431305,399.80258,191.69353,---,---,3D Detector,---,---,272.5314,142.57996,257.1308,191.90865,411.9268,140.4663,396.52618,189.79498,242.92014,120.89473,227.51953,170.22342,382.31552,118.78105,366.9149,168.10974
231,1623876796.39,0.98528695,sedan,986.1569,15.492847,1150.2985,96.89147,---,---,3D Detector,---,---,980.9166,58.21936,994.3005,93.562256,1136.5922,53.89816,1149.976,89.24105,983.5684,28.505754,996.9523,63.848648,1139.2439,24.184553,1152.6278,59.527447
231,1623876796.39,0.6619863,midsize,1502.7775,502.94485,1707.665,617.22284,---,---,3D Detector,---,---,1677.7368,598.3954,1658.4233,546.6256,1513.3346,610.5443,1494.0211,558.7746,1709.5487,565.5097,1690.2352,513.7399,1545.1465,577.6586,1525.833,525.8889
231,1623876796.39,0.6258614,midsize,1152.8134,366.5771,1330.7212,470.55087,---,---,3D Detector,---,---,1320.3353,463.76984,1322.2986,408.92593,1165.1946,464.14032,1167.1578,409.29642,1317.1559,432.62027,1319.1191,377.77637,1162.0151,432.99075,1163.9784,378.14685
232,1623876796.43,0.9911947,sedan,197.6388,113.53034,366.95105,191.6553,---,---,3D Detector,---,---,238.90404,142.75258,222.80145,191.72751,379.1081,141.00714,363.0055,189.98207,209.02159,121.47288,192.919,170.4478,349.22565,119.72744,333.12305,168.70236
232,1623876796.43,0.9866838,sedan,952.32104,15.702614,1117.0564,97.38937,---,---,3D Detector,---,---,950.2327,57.127083,958.9932,94.161545,1108.5532,54.294422,1117.3136,91.32889,949.9279,27.420618,958.68835,64.45508,1108.2483,24.587957,1117.0088,61.62242
232,1623876796.43,0.8946001,midsize,1547.4512,503.59442,1759.5181,617.7043,---,---,3D Detector,---,---,1724.6886,599.96594,1702.4066,542.1833,1559.7706,610.40533,1537.4888,552.6227,1763.1332,572.3445,1740.8513,514.5618,1598.2153,582.7839,1575.9333,525.0012
232,1623876796.43,0.5424023,sedan,1194.3127,367.90753,1376.8019,467.7235,---,---,3D Detector,---,---,1363.264,461.17426,1360.9149,409.6672,1205.3479,461.38873,1202.9988,409.88168,1366.7319,430.71643,1364.3828,379.20938,1208.8158,430.9309,1206.4667,379.42386
232,1623876796.43,0.5421486,sedan,1766.3779,15.425909,1905.2319,90.226974,---,---,3D Detector,---,---,1765.4669,56.205887,1775.1046,81.64978,1879.1415,55.947468,1888.7792,81.39136,1780.363,27.509869,1790.0007,52.953762,1894.0376,27.251451,1903.6753,52.695343
233,1623876796.46,0.9957813,sedan,167.72668,113.10515,332.26703,190.2572,---,---,3D Detector,---,---,207.19807,142.73805,191.9863,188.8284,342.25735,141.98866,327.0456,188.07901,179.4573,121.64807,164.24551,167.73843,314.5166,120.89868,299.3048,166.98904
233,1623876796.46,0.98746735,sedan,919.17914,15.7090645,1085.138,96.67549,---,---,3D Detector,---,---,915.6539,56.147034,923.65454,92.641014,1077.2008,55.183826,1085.2014,91.67781,916.68024,27.070795,924.6809,63.564777,1078.2272,26.107588,1086.2278,62.60157
233,1623876796.46,0.8338331,sedan,1597.2931,500.78372,1807.1364,621.6145,---,---,3D Detector,---,---,1769.5792,605.85815,1755.189,545.93317,1600.8519,609.1347,1586.4617,549.2097,1813.7191,578.1217,1799.3289,518.1968,1644.9918,581.3983,1630.6016,521.4733
233,1623876796.46,0.5968447,sedan,1238.6082,366.11517,1423.8741,468.2239,---,---,3D Detector,---,---,1409.0579,461.52948,1410.2656,410.15735,1248.6824,459.75613,1249.8901,408.384,1412.5739,431.4487,1413.7816,380.07657,1252.1984,429.67535,1253.4061,378.30322
233,1623876796.46,0.4528201,sedan,1734.6917,12.98773,1872.253,94.54456,---,---,3D Detector,---,---,1734.48,55.81501,1740.2441,82.21257,1848.77,59.04619,1854.5342,85.443756,1749.8519,25.954487,1755.6161,52.35205,1864.142,29.185669,1869.9061,55.58323
234,1623876796.49,0.9954293,sedan,138.8092,109.645935,297.53006,191.18967,---,---,3D Detector,---,---,178.3788,141.74101,161.42233,187.53513,305.51764,141.70656,288.5612,187.50066,153.17902,120.30696,136.22255,166.10106,280.31784,120.2725,263.3614,166.0666
234,1623876796.49,0.9642323,sedan,884.1311,13.796051,1053.7698,98.45325,---,---,3D Detector,---,---,876.8354,57.024605,887.7093,94.776955,1042.8385,53.444157,1053.7124,91.19651,881.4869,26.623877,892.3608,64.37623,1047.49,23.04343,1058.3639,60.795784
234,1623876796.49,0.87871766,midsize,1648.5851,501.57748,1854.4017,617.3613,---,---,3D Detector,---,---,1820.2004,600.49866,1800.6957,542.6639,1659.2582,607.5664,1639.7534,549.7316,1856.6077,572.4116,1837.1029,514.5768,1695.6654,579.4794,1676.1606,521.64453
234,1623876796.49,0.49638978,sedan,1703.0415,12.976175,1841.5978,93.78122,---,---,3D Detector,---,---,1703.3875,54.916573,1711.592,81.48636,1813.4792,58.406624,1821.684,84.97641,1720.7559,25.730831,1728.9604,52.300617,1830.8477,29.220886,1839.0524,55.79067
234,1623876796.49,0.46176594,midsize,1290.019,370.73285,1453.6525,466.28967,---,---,3D Detector,---,---,1443.6846,449.9418,1437.2393,406.63297,1308.335,464.16302,1301.8896,420.8542,1442.4089,419.4493,1435.9636,376.14047,1307.0592,433.67053,1300.6139,390.3617
235,1623876796.53,0.9901253,sedan,103.259544,108.21966,266.06882,190.53308,---,---,3D Detector,---,---,141.87233,140.64871,125.756134,187.70613,274.64496,138.61021,258.52878,185.66763,115.59406,120.549576,99.47789,167.607,248.36671,118.51108,232.25053,165.56851
235,1623876796.53,0.985078,sedan,855.59875,17.281822,1019.5442,96.68057,---,---,3D Detector,---,---,853.722,56.023117,859.84515,92.71087,1014.01666,55.470375,1020.13983,92.15813,853.32385,27.611467,859.447,64.29921,1013.6186,27.058723,1019.74176,63.746468
235,1623876796.53,0.85950744,midsize,1701.6067,500.1277,1901.3787,620.8773,---,---,3D Detector,---,---,1863.6669,599.8141,1839.6085,541.90137,1714.832,609.4696,1690.7736,551.55695,1906.0839,574.2733,1882.0255,516.36066,1757.249,583.9289,1733.1906,526.01624
235,1623876796.53,0.5763198,midsize,1323.7225,365.57358,1512.6345,475.98602,---,---,3D Detector,---,---,1495.8339,459.70053,1485.8489,408.1004,1347.8885,473.86047,1337.9036,422.2603,1498.0686,423.07016,1488.0836,371.47003,1350.1234,437.23007,1340.1383,385.62994
235,1623876796.53,0.48384872,sedan,1672.2285,14.238569,1808.6732,93.13713,---,---,3D Detector,---,---,1673.2142,56.686333,1680.8098,82.08738,1783.2191,59.028587,1790.8147,84.42963,1688.3589,26.204613,1695.9545,51.60566,1798.3639,28.546867,1805.9595,53.947914
236,1623876796.56,0.9943777,sedan,63.407013,109.09295,228.85774,191.70027,---,---,3D Detector,---,---,106.79439,142.58888,86.32683,188.90585,241.05457,138.66142,220.587,184.9784,78.453674,121.419365,57.986115,167.73633,212.71384,117.4919,192.24629,163.80887
236,1623876796.56,0.98554903,sedan,823.3635,17.181074,986.49963,96.06946,---,---,3D Detector,---,---,820.8736,57.060276,828.06635,93.73787,981.04016,54.249847,988.2329,90.927444,819.9347,27.74588,827.12744,64.42348,980.1013,24.935453,987.29407,61.613052
236,1623876796.56,0.74184006,midsize,1743.3936,493.55396,1945.3928,617.3532,---,---,3D Detector,---,---,1907.2706,595.2551,1892.8229,530.98004,1750.3618,601.475,1735.9141,537.1999,1950.0103,576.3508,1935.5625,512.0758,1793.1014,582.5707,1778.6537,518.29565
236,1623876796.56,0.566198,sedan,1644.9113,14.469227,1777.4343,91.896965,---,---,3D Detector,---,---,1645.787,53.14206,1650.6211,80.357025,1757.1888,59.788734,1762.023,87.00369,1659.0332,23.673521,1663.8672,50.88848,1770.435,30.320194,1775.2692,57.535152
236,1623876796.56,0.51499456,midsize,1375.7284,361.4433,1544.9237,476.3176,---,---,3D Detector,---,---,1537.1162,448.51685,1515.9122,405.96356,1398.847,473.61407,1377.6431,431.0608,1542.1862,412.3667,1520.9822,369.81342,1403.9169,437.46393,1382.7129,394.91064
237,1623876796.59,0.99513346,sedan,24.11512,109.663895,193.61026,192.25696,---,---,3D Detector,---,---,68.907,144.37057,49.347736,190.5319,204.92145,140.63213,185.36218,186.79346,39.11857,121.402756,19.55931,167.56409,175.13301,117.66431,155.57375,163.82564
237,1623876796.59,0.98297393,sedan,790.4192,18.101944,953.87866,97.706406,---,---,3D Detector,---,---,786.984,58.775497,794.05664,96.61008,949.13635,55.204124,956.2089,93.03871,786.11346,28.376245,793.18604,66.21083,948.2658,24.804869,955.3384,62.639458
237,1623876796.59,0.88118404,midsize,1800.8572,494.11832,2018.3706,622.854,---,---,3D Detector,---,---,1983.5913,599.7347,1947.8241,538.10455,1812.0663,603.1229,1776.2991,541.4928,2037.3633,578.3605,2001.5961,516.73035,1865.8383,581.7488,1830.071,520.11865
237,1623876796.59,0.478578,sedan,1613.3143,14.45262,1748.5522,90.078415,---,---,3D Detector,---,---,1611.6812,53.350437,1620.2052,80.19565,1724.0645,58.41844,1732.5885,85.26365,1627.6487,23.760635,1636.1726,50.605843,1740.032,28.828642,1748.5559,55.673847
237,1623876796.59,0.3721279,midsize,1403.5028,350.347,1590.161,486.70905,---,---,3D Detector,---,---,1568.2484,450.53088,1557.3987,403.59204,1435.5659,488.0819,1424.7161,441.14304,1566.9055,400.97232,1556.0558,354.03345,1434.223,438.52332,1423.3732,391.58444
238,1623876796.63,0.9938198,sedan,-7.7944717,112.64106,157.7539,190.74258,---,---,3D Detector,---,---,36.33312,144.93718,16.154648,189.26758,167.62201,140.46405,147.44353,184.79446,8.704613,124.5089,-11.473854,168.83931,139.9935,120.03578,119.81502,164.36618
238,1623876796.63,0.98854315,sedan,759.73175,18.542706,919.9049,97.570435,---,---,3D Detector,---,---,757.2915,57.59411,761.8595,95.112885,916.2435,57.64922,920.8115,95.167984,757.14526,27.107471,761.7132,64.626236,916.0973,27.162579,920.6652,64.68135
238,1623876796.63,0.6286468,midsize,1818.5369,486.473,2087.1206,632.2231,---,---,3D Detector,---,---,2038.5566,614.23694,1998.8556,532.02625,1843.3665,612.5711,1803.6654,530.3604,2100.6184,586.4204,2060.9175,504.2097,1905.4282,584.7546,1865.7273,502.54385
238,1623876796.63,0.4871841,midsize,1447.3091,368.31232,1632.6805,475.89612,---,---,3D Detector,---,---,1619.4078,455.9552,1602.4875,410.31213,1467.1665,475.71436,1450.2463,430.07126,1626.2646,420.39148,1609.3444,374.7484,1474.0233,440.15063,1457.1031,394.50754
238,1623876796.63,0.4020477,sedan,1581.2201,12.599745,1716.739,91.10397,---,---,3D Detector,---,---,1582.4193,51.027863,1589.6765,80.826836,1696.1622,56.25254,1703.4194,86.05151,1593.2802,22.567812,1600.5375,52.366783,1707.0231,27.792488,1714.2804,57.59146
239,1623876796.66,0.99102575,sedan,726.8197,19.736681,885.88446,97.99219,---,---,3D Detector,---,---,727.74286,58.46267,729.5061,95.714066,884.017,58.234703,885.7803,95.48611,725.54767,28.91153,727.3109,66.16293,881.82184,28.683563,883.5851,65.93497
239,1623876796.66,0.95038056,sedan,-60.39048,106.949066,127.89433,197.42096,---,---,3D Detector,---,---,-20.19603,144.24072,-32.786926,187.65771,129.74777,142.51384,117.15687,185.93083,-48.32528,122.04108,-60.916176,165.45807,101.618515,120.31419,89.02762,163.73119
239,1623876796.66,0.45436627,sedan,1551.9203,13.619228,1686.2438,91.85107,---,---,3D Detector,---,---,1550.268,51.84371,1557.5217,82.13706,1666.5245,58.640427,1673.7783,88.93378,1562.8754,21.789597,1570.1292,52.082947,1679.132,28.586308,1686.3857,58.879658
239,1623876796.66,0.372509,midsize,1487.3679,360.09207,1684.0571,462.00552,---,---,3D Detector,---,---,1650.759,447.3634,1632.7064,404.245,1513.8181,454.5635,1495.7655,411.4451,1670.1436,416.5863,1652.091,373.4679,1533.2026,423.7864,1515.15,380.668
