Video sequence name,Processing start time,Processing end time,Timestamp start time,Timestamp end time,Unique objects,GPU
/home/worklab/Data/cv/video/ground_truth_video_06162021/record_47_p1c3_00000.mp4,---,---,1623876788.67,1623876848.78,---,---

Processing fps
2.8767432611476793

Confidence Cutoff,NMS Cutoff
0.3,0.5

Frame #,Timestamp,Object Confidence,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center,fbrx,fbry,fblx,fbly,bbrx,bbry,bblx,bbly,ftrx,ftry,ftlx,ftly,btrx,btry,btlx,btly
2,1623876788.74,0.9913214,pickup,1590.4126,83.314705,1771.6101,155.16217,---,---,3D Detector,---,---,1586.207,124.24143,1607.4677,149.00296,1736.8751,118.121635,1758.1357,142.88316,1598.3705,101.87951,1619.6311,126.64104,1749.0386,95.759705,1770.2992,120.52123
2,1623876788.74,0.98614776,sedan,707.51917,861.81354,923.8939,970.82684,---,---,3D Detector,---,---,922.82916,959.53827,932.8822,896.47485,739.04663,965.6458,749.09973,902.5824,887.5982,934.4552,897.6513,871.3918,703.8157,940.5628,713.8688,877.4994
2,1623876788.74,0.9655527,sedan,359.93433,340.21725,511.5672,420.6849,---,---,3D Detector,---,---,387.25986,376.94867,372.4024,414.8181,515.67596,376.86322,500.81854,414.73267,375.80655,351.2098,360.9491,389.07925,504.22266,351.12436,489.36523,388.9938
2,1623876788.74,0.91626155,midsize,1570.3418,313.52344,1752.1635,404.44434,---,---,3D Detector,---,---,1561.9928,363.0437,1582.7308,399.3064,1712.4517,359.44296,1733.1897,395.70566,1586.8055,327.8255,1607.5436,364.0882,1737.2645,324.22473,1758.0026,360.48743
2,1623876788.74,0.34709328,midsize,-90.03015,238.70946,103.55203,317.0924,---,---,3D Detector,---,---,-28.876541,272.5272,-53.040894,306.27136,104.02711,266.4471,79.862755,300.19128,-61.040787,259.79126,-85.20513,293.53546,71.86287,253.7112,47.698517,287.45538
3,1623876788.77,0.9917779,pickup,1574.3093,82.04228,1752.7057,157.97003,---,---,3D Detector,---,---,1571.1967,126.27295,1592.26,149.90613,1714.1178,119.8236,1735.1812,143.45679,1587.5701,102.60988,1608.6334,126.24306,1730.4911,96.16053,1751.5544,119.79371
3,1623876788.77,0.981337,sedan,752.2532,863.9014,970.64026,968.31384,---,---,3D Detector,---,---,974.2283,959.71643,982.0739,895.2925,779.4584,966.5896,787.304,902.1656,941.2275,934.73676,949.0731,870.3128,746.4576,941.6099,754.3032,877.186
3,1623876788.77,0.9525337,sedan,328.64117,344.39944,475.02374,415.18484,---,---,3D Detector,---,---,349.9186,377.82043,342.4291,406.19232,475.0075,384.74796,467.518,413.11984,341.38373,353.33472,333.89423,381.70663,466.47263,360.26227,458.98312,388.63416
3,1623876788.77,0.9101124,midsize,1536.8324,314.3484,1718.5941,405.72723,---,---,3D Detector,---,---,1526.5537,362.0218,1546.957,398.68546,1678.035,362.69476,1698.4384,399.35843,1554.2057,327.12985,1574.6089,363.79352,1705.687,327.8028,1726.0903,364.46646
3,1623876788.77,0.7107167,sedan,1822.7028,237.11429,1955.3474,296.75595,---,---,3D Detector,---,---,1802.6469,268.3503,1834.6774,290.65936,1909.3805,265.87122,1941.411,288.18027,1831.6362,248.46838,1863.6667,270.77744,1938.3699,245.9893,1970.4004,268.29837
4,1623876788.81,0.9866041,pickup,1556.1754,83.33577,1736.5837,155.34456,---,---,3D Detector,---,---,1548.9188,124.183426,1571.1625,148.82043,1703.5745,119.64668,1725.8182,144.28369,1561.1283,100.85845,1583.3721,125.49546,1715.784,96.32171,1738.0277,120.95872
4,1623876788.81,0.98252237,sedan,800.54285,860.6804,1014.147,970.7163,---,---,3D Detector,---,---,1015.6847,958.6692,1021.40674,895.0128,827.1579,966.85596,832.8799,903.1996,985.72205,932.9262,991.4441,869.26984,797.19525,941.113,802.91724,877.4566
4,1623876788.81,0.93742454,sedan,288.3775,342.74832,442.9259,418.2322,---,---,3D Detector,---,---,314.0147,376.16348,305.18686,408.62564,445.15295,383.35394,436.3251,415.8161,301.7326,352.14966,292.9048,384.61182,432.87085,359.3401,424.04303,391.80225
4,1623876788.81,0.93507683,sedan,1773.7734,235.5137,1931.6301,301.21194,---,---,3D Detector,---,---,1769.8507,272.03714,1791.2537,297.12024,1890.3882,266.3841,1911.7913,291.4672,1788.2438,250.35954,1809.6467,275.44263,1908.7814,244.70648,1930.1843,269.78958
4,1623876788.81,0.9310522,midsize,1503.6614,313.82147,1678.8164,404.8631,---,---,3D Detector,---,---,1507.7231,364.962,1518.576,399.94507,1646.0391,360.55396,1656.8918,395.53702,1522.7301,327.79187,1533.583,362.7749,1661.0459,323.38382,1671.8988,358.36685
5,1623876788.84,0.9933182,pickup,1539.4285,83.56753,1718.2576,157.07538,---,---,3D Detector,---,---,1535.8861,125.116135,1556.0852,150.44916,1682.7992,119.54244,1702.9983,144.87546,1550.5599,101.64287,1570.759,126.975876,1697.4731,96.06917,1717.6721,121.402176
5,1623876788.84,0.98802096,sedan,842.22595,860.79333,1054.709,966.9365,---,---,3D Detector,---,---,1055.8691,960.6491,1059.7014,897.0863,857.914,967.1584,861.7462,903.5956,1037.315,930.877,1041.1472,867.3142,839.3598,937.3863,843.192,873.8235
5,1623876788.84,0.9786983,sedan,1746.131,233.8893,1900.0985,302.12967,---,---,3D Detector,---,---,1732.5975,268.45483,1757.6589,296.43622,1855.2738,266.55164,1880.3352,294.53302,1760.2009,245.08208,1785.2623,273.06348,1882.8772,243.1789,1907.9386,271.16028
5,1623876788.84,0.94243985,sedan,250.6861,340.68616,409.17865,419.8455,---,---,3D Detector,---,---,282.0267,376.88516,274.67377,411.30164,409.82553,382.68744,402.47256,417.10394,265.71103,350.299,258.3581,384.71548,393.50986,356.1013,386.15692,390.51776
5,1623876788.84,0.93619096,midsize,1472.7751,312.3459,1653.034,402.42316,---,---,3D Detector,---,---,1464.2712,358.99033,1481.8118,396.47195,1615.9119,355.9567,1633.4524,393.43835,1489.1711,326.09662,1506.7117,363.57828,1640.8118,323.06302,1658.3523,360.54468
6,1623876788.87,0.9813648,pickup,1521.0812,84.15631,1699.7032,154.38356,---,---,3D Detector,---,---,1514.4636,123.35835,1535.9989,147.46564,1668.1836,119.36075,1689.7189,143.46803,1526.3652,101.36796,1547.9005,125.47524,1680.0852,97.37035,1701.6205,121.47764
6,1623876788.87,0.9808452,sedan,1722.4652,231.71858,1868.2137,304.1065,---,---,3D Detector,---,---,1706.564,273.731,1731.5688,300.8092,1824.4739,263.64844,1849.4786,290.72668,1734.2913,250.49562,1759.296,277.57385,1852.201,240.41309,1877.2059,267.49133
6,1623876788.87,0.97468954,sedan,886.5908,861.3246,1102.4729,965.8726,---,---,3D Detector,---,---,1100.7606,955.16,1104.7959,894.62726,906.5598,963.7045,910.5951,903.1719,1081.0549,929.9507,1085.0902,869.41797,886.8541,938.49524,890.8894,877.9626
6,1623876788.87,0.9617226,sedan,216.76044,340.2266,378.89746,421.02228,---,---,3D Detector,---,---,244.53387,373.37448,233.72513,411.85153,387.6573,378.0047,376.84854,416.48175,226.14964,350.68866,215.34088,389.1657,369.27304,355.31888,358.4643,393.79593
6,1623876788.87,0.9332122,midsize,1440.7451,312.83612,1621.0728,404.14725,---,---,3D Detector,---,---,1433.2164,363.07916,1450.8246,399.72192,1587.2072,354.8171,1604.8153,391.45984,1453.7883,330.0597,1471.3966,366.70245,1607.779,321.7976,1625.3873,358.44037
7,1623876788.91,0.9891727,pickup,1501.8778,86.065125,1682.1272,154.2503,---,---,3D Detector,---,---,1498.0135,124.47487,1515.5533,150.64499,1651.7993,120.306885,1669.3391,146.477,1510.2523,100.22032,1527.7922,126.39044,1664.0381,96.052345,1681.578,122.222466
7,1623876788.91,0.9837541,sedan,1691.9443,232.2956,1841.2697,304.91052,---,---,3D Detector,---,---,1679.0887,275.156,1702.4393,302.5922,1803.0197,263.27594,1826.3704,290.71213,1700.5317,251.71933,1723.8823,279.15552,1824.4626,239.83926,1847.8134,267.27542
7,1623876788.91,0.97402376,sedan,939.55206,859.3571,1144.6809,965.00775,---,---,3D Detector,---,---,1143.4635,954.8522,1145.6024,897.0554,951.8198,963.6093,953.95874,905.81256,1130.7559,924.94434,1132.8948,867.1476,939.11224,933.7015,941.25116,875.9047
7,1623876788.91,0.9407914,sedan,188.38289,340.5628,352.4024,422.43372,---,---,3D Detector,---,---,213.555,378.9356,202.04813,419.04492,357.35056,376.72726,345.8437,416.83658,197.73502,351.4805,186.22815,391.58978,341.53058,349.27216,330.0237,389.38144
7,1623876788.91,0.92423344,midsize,1407.9534,315.42654,1587.6553,407.6809,---,---,3D Detector,---,---,1400.4415,366.38187,1418.8568,402.14624,1553.9712,363.97778,1572.3866,399.74216,1421.314,329.58533,1439.7292,365.34967,1574.8436,327.18124,1593.259,362.9456
8,1623876788.94,0.9858283,sedan,1661.3936,232.62271,1809.9474,306.1773,---,---,3D Detector,---,---,1649.455,273.4177,1671.2289,302.97983,1774.0118,264.13712,1795.7858,293.69925,1669.8235,249.70667,1691.5973,279.2688,1794.3804,240.42609,1816.1542,269.98822
8,1623876788.94,0.9810445,pickup,1487.9764,85.61584,1657.0507,153.10617,---,---,3D Detector,---,---,1480.2266,123.64397,1499.0773,148.93575,1629.4337,120.119606,1648.2843,145.41139,1491.7921,100.401634,1510.6427,125.69342,1640.9991,96.87727,1659.8499,122.16906
8,1623876788.94,0.9738921,sedan,981.0122,861.206,1188.5901,964.82074,---,---,3D Detector,---,---,1183.4269,953.358,1183.5211,897.4229,988.4559,962.382,988.5501,906.44696,1180.6548,926.2737,1180.749,870.3386,985.6838,935.2977,985.778,879.3627
8,1623876788.94,0.9353522,sedan,149.46228,341.35806,309.71112,422.0814,---,---,3D Detector,---,---,183.35165,376.51422,165.20729,415.3767,313.47348,377.0019,295.3291,415.86438,168.99054,351.9771,150.84618,390.8396,299.11237,352.46478,280.968,391.32727
8,1623876788.94,0.9310791,midsize,1375.585,316.28934,1553.6805,408.874,---,---,3D Detector,---,---,1368.3495,366.49976,1386.1196,403.76508,1522.6229,365.2585,1540.3931,402.5238,1386.9999,329.4411,1404.77,366.70642,1541.2732,328.19986,1559.0433,365.46515
9,1623876788.97,0.98623264,pickup,1473.356,81.675674,1629.3357,156.87697,---,---,3D Detector,---,---,1464.2782,124.25901,1484.5938,152.15562,1598.6658,122.28291,1618.9813,150.17953,1479.2646,94.5013,1499.5802,122.39792,1613.6522,92.52521,1633.9678,120.42183
9,1623876788.97,0.9858122,sedan,1632.5476,232.30452,1779.3094,307.21613,---,---,3D Detector,---,---,1621.584,275.12408,1643.3236,303.47543,1745.5745,266.05026,1767.3141,294.4016,1639.3989,249.94678,1661.1385,278.2981,1763.3894,240.87294,1785.129,269.22427
9,1623876788.97,0.96187377,sedan,1033.3926,857.1631,1233.2588,964.19965,---,---,3D Detector,---,---,1224.0338,952.6277,1224.0326,896.5569,1036.4113,961.8362,1036.4099,905.76544,1227.7416,921.5658,1227.7402,865.495,1040.1189,930.7743,1040.1177,874.7035
9,1623876788.97,0.9567875,midsize,1342.562,318.1857,1522.2751,410.0868,---,---,3D Detector,---,---,1335.8636,368.26495,1352.6367,405.16425,1493.2177,367.7712,1509.9907,404.67053,1352.5746,330.34335,1369.3477,367.24268,1509.9286,329.84964,1526.7017,366.74893
9,1623876788.97,0.9092592,sedan,117.334755,339.95206,270.9707,423.17545,---,---,3D Detector,---,---,151.85767,377.19147,130.41379,415.56973,277.4911,377.30966,256.0472,415.68796,137.22516,352.3124,115.78128,390.69067,262.85858,352.4306,241.4147,390.8089
10,1623876789.01,0.9916854,pickup,1455.8448,80.31807,1609.2627,158.28296,---,---,3D Detector,---,---,1446.419,124.31051,1467.5713,153.81064,1581.3871,121.94078,1602.5393,151.44092,1458.6593,93.47676,1479.8115,122.9769,1593.6273,91.10704,1614.7797,120.60717
10,1623876789.01,0.9862068,sedan,1598.729,235.386,1755.4045,304.59256,---,---,3D Detector,---,---,1591.1589,273.29428,1608.3075,301.75046,1720.3497,269.44315,1737.4983,297.89932,1612.1824,246.66281,1629.3309,275.119,1741.3733,242.81166,1758.5217,271.26785
10,1623876789.01,0.963967,midsize,1308.1897,318.40225,1490.4303,410.76672,---,---,3D Detector,---,---,1300.1149,368.6147,1317.3099,406.24442,1462.4102,367.2019,1479.6052,404.83163,1316.7651,330.94122,1333.9602,368.57095,1479.0604,329.52844,1496.2555,367.15817
10,1623876789.01,0.9622782,sedan,1074.0247,857.3215,1279.5837,964.88257,---,---,3D Detector,---,---,1275.8124,952.4206,1274.4607,896.8708,1076.8762,962.9129,1075.5247,907.3631,1276.8932,921.6205,1275.5415,866.07074,1077.957,932.11285,1076.6055,876.56305
10,1623876789.01,0.92279834,sedan,85.795525,338.64844,244.36136,420.2207,---,---,3D Detector,---,---,114.87939,371.26596,99.96828,407.1211,253.16985,377.84506,238.25874,413.70016,97.41674,351.30313,82.50563,387.15823,235.7072,357.8822,220.7961,393.7373
11,1623876789.04,0.9814932,sedan,1572.986,231.54007,1717.941,308.64163,---,---,3D Detector,---,---,1561.9685,276.5573,1582.8966,305.48795,1687.0763,267.88217,1708.0045,296.81277,1577.8348,248.62566,1598.7631,277.55627,1702.9427,239.9505,1723.871,268.88113
11,1623876789.04,0.9786194,pickup,1438.0116,82.71682,1591.513,157.31873,---,---,3D Detector,---,---,1428.001,125.18422,1450.0665,151.90993,1558.922,123.36775,1580.9875,150.09346,1443.5608,95.507515,1465.6263,122.23323,1574.4819,93.69105,1596.5475,120.41676
11,1623876789.04,0.96312404,midsize,1275.9722,317.789,1457.9976,410.54434,---,---,3D Detector,---,---,1271.413,368.21597,1286.4459,405.8973,1431.6382,367.30258,1446.6711,404.98395,1286.0077,329.78226,1301.0406,367.4636,1446.2329,328.86887,1461.2659,366.5502
11,1623876789.04,0.9495005,sedan,44.012024,342.52658,213.86867,418.84943,---,---,3D Detector,---,---,71.128624,376.6042,56.07917,414.82828,222.5889,375.9578,207.53943,414.1819,53.292458,353.2103,38.243004,391.4344,204.75272,352.5639,189.70326,390.788
11,1623876789.04,0.91323185,sedan,1124.7921,857.07324,1322.6862,964.8227,---,---,3D Detector,---,---,1312.4868,949.5799,1308.0356,894.6545,1138.5735,957.82117,1134.1222,902.89575,1313.3519,923.15265,1308.9006,868.2273,1139.4386,931.3939,1134.9873,876.46857
12,1623876789.07,0.9899704,pickup,1415.3506,86.34842,1588.114,155.70146,---,---,3D Detector,---,---,1413.7319,126.68504,1430.3828,152.34225,1559.633,120.736694,1576.2838,146.3939,1423.8951,102.090294,1440.546,127.747505,1569.7963,96.14195,1586.447,121.799164
12,1623876789.07,0.97767276,sedan,1543.5118,233.00653,1687.4823,310.8669,---,---,3D Detector,---,---,1535.0305,278.80182,1553.8978,309.23962,1659.3947,268.99817,1678.262,299.436,1547.8728,249.97887,1566.7401,280.4167,1672.2369,240.17522,1691.1042,270.61304
12,1623876789.07,0.959649,midsize,1244.3645,318.94156,1425.5084,410.18573,---,---,3D Detector,---,---,1241.3275,368.86792,1255.2582,405.73746,1401.6938,367.54684,1415.6245,404.41638,1253.305,330.9286,1267.2357,367.7981,1413.6714,329.6075,1427.602,366.47702
12,1623876789.07,0.9526753,sedan,6.112419,338.59183,172.54926,423.73645,---,---,3D Detector,---,---,51.782173,376.31857,26.492199,417.4354,180.83032,374.41476,155.54034,415.5316,30.287273,351.49954,4.997299,392.6164,159.33542,349.59573,134.04544,390.7126
12,1623876789.07,0.8869798,sedan,1167.7477,856.1578,1364.0574,972.1562,---,---,3D Detector,---,---,1346.7319,962.75995,1341.8782,907.2233,1181.1954,960.51355,1176.3417,904.977,1355.4918,928.604,1350.638,873.06744,1189.9552,926.35767,1185.1014,870.82104
13,1623876789.11,0.9846978,pickup,1398.2593,84.7856,1570.7804,154.74379,---,---,3D Detector,---,---,1392.7548,123.85505,1408.9167,150.28006,1548.6827,120.9442,1564.8447,147.3692,1400.0402,99.08559,1416.2021,125.5106,1555.9683,96.174736,1572.1301,122.59975
13,1623876789.11,0.9802915,sedan,1512.2078,235.02208,1667.1499,306.52188,---,---,3D Detector,---,---,1508.1223,275.41165,1525.651,303.29092,1637.801,269.7369,1655.3298,297.61618,1520.7476,248.2463,1538.2762,276.12558,1650.4263,242.57156,1667.955,270.4508
13,1623876789.11,0.9614236,midsize,1214.217,320.08423,1392.7831,409.36987,---,---,3D Detector,---,---,1210.7747,368.26474,1224.8342,404.75055,1367.9965,367.74335,1382.0562,404.22916,1223.5192,331.49054,1237.5787,367.97632,1380.741,330.96915,1394.8007,367.45496
13,1623876789.11,0.9458101,sedan,-18.002327,339.03903,136.77263,420.29102,---,---,3D Detector,---,---,21.537712,372.15424,3.5276947,409.95728,144.91435,374.16147,126.90433,411.96454,-1.7858276,351.73334,-19.795853,389.53638,121.590805,353.74057,103.58079,391.54364
13,1623876789.11,0.86622304,sedan,1210.8447,852.6966,1405.1906,979.2926,---,---,3D Detector,---,---,1382.8209,966.748,1383.7867,906.3312,1223.0713,965.8307,1224.0371,905.4139,1391.4119,931.612,1392.3777,871.1952,1231.6622,930.6947,1232.628,870.2779
14,1623876789.14,0.9888214,pickup,1384.5383,82.16073,1534.5865,157.72763,---,---,3D Detector,---,---,1375.1245,123.631,1393.5114,154.5288,1511.7731,122.17861,1530.1599,153.0764,1385.5138,92.90403,1403.9006,123.80182,1522.1624,91.451645,1540.5492,122.349434
14,1623876789.14,0.9811013,sedan,1485.0752,235.55812,1634.7457,305.44464,---,---,3D Detector,---,---,1479.7723,274.10513,1495.6385,302.23438,1608.1875,270.6045,1624.0537,298.7337,1492.6234,247.07455,1508.4896,275.20377,1621.0386,243.57388,1636.9049,271.70312
14,1623876789.14,0.94282764,midsize,1183.0193,320.2511,1358.5554,408.36545,---,---,3D Detector,---,---,1180.0916,365.91074,1191.3336,402.6867,1338.3207,368.2496,1349.5627,405.02554,1191.5011,330.18027,1202.7432,366.9562,1349.7302,332.5191,1360.9722,369.29504
14,1623876789.14,0.7587174,sedan,1258.5181,852.67316,1456.6119,975.60144,---,---,3D Detector,---,---,1443.828,952.4803,1427.3782,898.6457,1269.0682,968.3778,1252.6185,914.5432,1459.1506,919.84595,1442.7009,866.01135,1284.391,935.7434,1267.9413,881.9088
14,1623876789.14,0.37428737,sedan,-52.760033,340.99216,106.861046,423.6611,---,---,3D Detector,---,---,8.296686,377.0404,-13.9715,404.19208,95.49064,386.3544,73.22246,413.50607,-12.870056,356.90958,-35.13824,384.06128,74.3239,366.22357,52.055717,393.37527
15,1623876789.17,0.9893405,pickup,1367.7482,82.98619,1514.9778,156.74423,---,---,3D Detector,---,---,1357.0483,122.21987,1377.0392,152.6296,1491.4055,121.412346,1511.3964,151.82207,1367.202,93.90975,1387.1929,124.319466,1501.5592,93.10223,1521.55,123.51195
15,1623876789.17,0.98337746,sedan,1452.3398,237.12347,1607.2941,305.80313,---,---,3D Detector,---,---,1447.9144,275.10928,1463.6893,302.28976,1578.7462,272.0613,1594.5212,299.2418,1461.8181,248.60995,1477.5931,275.79044,1592.65,245.562,1608.4249,272.7425
15,1623876789.17,0.9405024,midsize,1150.7046,321.40445,1324.3224,408.25412,---,---,3D Detector,---,---,1146.5187,367.10504,1157.7323,403.19513,1304.9863,368.84198,1316.2,404.93207,1158.1885,331.05252,1169.4021,367.1426,1316.656,332.78946,1327.8698,368.87955
15,1623876789.17,0.75709766,sedan,1308.7117,860.4227,1503.466,958.109,---,---,3D Detector,---,---,1440.6147,934.86334,1431.8069,912.1897,1358.3298,943.03345,1349.522,920.3598,1459.5596,903.64215,1450.7518,880.9685,1377.2748,911.81226,1368.4669,889.1386
16,1623876789.21,0.99377775,pickup,1340.968,86.089806,1510.7542,154.78189,---,---,3D Detector,---,---,1337.8596,124.42952,1349.5143,151.37724,1495.7528,121.290985,1507.4075,148.23871,1341.0173,99.40252,1352.672,126.35024,1498.9105,96.263985,1510.5652,123.21171
16,1623876789.21,0.98699605,sedan,1421.1157,236.47153,1578.4601,306.53345,---,---,3D Detector,---,---,1417.8364,275.7579,1431.6725,303.14862,1553.9237,271.7098,1567.7598,299.10052,1429.1426,248.88759,1442.9786,276.2783,1565.2299,244.8395,1579.0659,272.23022
16,1623876789.21,0.96183527,sedan,1332.6504,854.193,1555.0161,961.41595,---,---,3D Detector,---,---,1528.5676,943.1505,1505.4304,891.98834,1343.1042,958.54944,1319.967,907.3873,1558.6865,914.5789,1535.5493,863.41675,1373.2231,929.97784,1350.0859,878.8157
16,1623876789.21,0.94937754,midsize,1116.7476,320.4856,1292.9542,409.64563,---,---,3D Detector,---,---,1113.3822,367.72382,1124.9386,404.8969,1272.4542,368.16663,1284.0106,405.33972,1125.026,330.97385,1136.5824,368.14694,1284.0981,331.41666,1295.6545,368.58975
17,1623876789.24,0.99271953,pickup,1326.2676,86.260925,1485.2217,156.26566,---,---,3D Detector,---,---,1324.6616,125.27849,1337.5149,152.34415,1465.5825,122.574066,1478.4358,149.63972,1330.5736,99.7224,1343.4269,126.788055,1471.4945,97.017975,1484.3479,124.08364
17,1623876789.24,0.99131536,sedan,1393.9072,235.42401,1547.8513,307.26328,---,---,3D Detector,---,---,1391.6669,274.73288,1403.3401,303.4538,1527.8242,271.4543,1539.4974,300.17523,1400.8408,247.81146,1412.5142,276.53238,1536.9983,244.5329,1548.6715,273.2538
17,1623876789.24,0.9896764,sedan,1383.5837,854.44293,1598.3787,956.56836,---,---,3D Detector,---,---,1565.3712,943.8077,1544.1514,889.63324,1394.0656,954.70996,1372.8456,900.5355,1601.166,916.2956,1579.9462,862.12115,1429.8604,927.1979,1408.6404,873.02344
17,1623876789.24,0.93328756,midsize,1086.0172,320.45532,1260.1156,409.7616,---,---,3D Detector,---,---,1085.7777,367.92426,1095.2856,404.98935,1242.0789,367.55905,1251.5868,404.62415,1094.345,331.58908,1103.8529,368.6542,1250.6461,331.22388,1260.154,368.289
18,1623876789.27,0.99408615,pickup,1310.6953,85.026665,1470.3876,153.51518,---,---,3D Detector,---,---,1306.6593,121.57165,1317.4707,149.58322,1456.9536,122.18961,1467.7649,150.20117,1310.2166,95.58252,1321.0278,123.594086,1460.5109,96.20048,1471.3221,124.21204
18,1623876789.27,0.98669285,sedan,1363.4592,236.3772,1516.8231,306.11694,---,---,3D Detector,---,---,1362.1444,274.32236,1373.6604,302.39246,1494.6896,270.95813,1506.2056,299.0282,1372.3999,248.62587,1383.9159,276.69595,1504.9451,245.26163,1516.461,273.3317
18,1623876789.27,0.9833704,sedan,1434.6782,853.1718,1645.5002,957.2588,---,---,3D Detector,---,---,1618.5624,942.91895,1597.7814,890.97144,1443.4476,954.008,1422.6666,902.0605,1650.5308,914.90436,1629.7498,862.95685,1475.4159,925.9934,1454.635,874.0459
18,1623876789.27,0.9391663,midsize,1056.1807,322.5221,1225.9083,409.27417,---,---,3D Detector,---,---,1057.0175,367.11682,1064.3911,403.68805,1211.8453,368.62872,1219.219,405.19995,1063.3191,332.5199,1070.6927,369.09113,1218.147,334.0318,1225.5206,370.60303
19,1623876789.31,0.9938386,pickup,1289.1626,84.26882,1454.7976,156.58841,---,---,3D Detector,---,---,1286.7361,122.58406,1301.7705,151.58243,1431.35,121.21388,1446.3844,150.21225,1295.2267,97.38322,1310.2611,126.38159,1439.8406,96.01304,1454.875,125.011406
19,1623876789.31,0.9853962,sedan,1334.0225,237.62003,1488.5908,305.0048,---,---,3D Detector,---,---,1332.529,272.15332,1344.7505,301.56116,1464.7793,270.61584,1477.0007,300.02368,1343.1937,247.30983,1355.4152,276.71765,1475.444,245.77237,1487.6654,275.1802
19,1623876789.31,0.9781015,sedan,1476.3145,854.7574,1699.1926,957.0211,---,---,3D Detector,---,---,1663.0826,943.65814,1638.212,888.4852,1489.9392,954.7431,1465.0686,899.5701,1701.6885,917.5263,1676.8177,862.35333,1528.545,928.6112,1503.6744,873.4383
19,1623876789.31,0.9357045,midsize,1022.16406,321.62946,1193.529,410.12604,---,---,3D Detector,---,---,1024.4404,365.9813,1030.7822,403.5755,1181.248,368.7133,1187.5898,406.3075,1029.1466,331.37598,1035.4884,368.97018,1185.9541,334.10797,1192.2959,371.70218
20,1623876789.34,0.9937543,pickup,1272.9552,83.76546,1438.02,156.02054,---,---,3D Detector,---,---,1267.3174,122.86957,1279.834,150.90561,1422.7379,122.4554,1435.2545,150.49144,1272.4945,96.8412,1285.0111,124.87723,1427.915,96.42703,1440.4316,124.463066
