Video sequence name,Processing start time,Processing end time,Timestamp start time,Timestamp end time,Unique objects,GPU
/home/worklab/Data/cv/video/ground_truth_video_06162021/record_47_p1c3_00000.mp4,---,---,1623876788.67,1623876848.78,---,---

Processing fps
2.8767432611476793

Confidence Cutoff,NMS Cutoff
0.3,0.5

Frame #,Timestamp,Object Confidence,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center,fbrx,fbry,fblx,fbly,bbrx,bbry,bblx,bbly,ftrx,ftry,ftlx,ftly,btrx,btry,btlx,btly
364,1623876800.82,0.48353395,midsize,1802.8789,602.2608,2031.9486,725.59766,---,---,3D Detector,---,---,1996.9614,706.9257,1959.2047,651.69543,1830.5925,704.10724,1792.8359,648.87695,2042.5735,683.1482,2004.8168,627.9179,1876.2046,680.3297,1838.448,625.0994
365,1623876800.85,0.9273643,sedan,496.94263,170.72327,642.58514,240.63248,---,---,3D Detector,---,---,527.49695,202.64166,513.7221,233.96365,647.09326,201.80576,633.3184,233.12776,510.20917,182.17136,496.43433,213.49336,629.8055,181.33546,616.03064,212.65746
365,1623876800.85,0.5862822,pickup,555.86383,1000.3462,829.98706,1150.5792,---,---,3D Detector,---,---,839.81555,1129.739,840.86865,1039.503,585.31976,1148.4296,586.37286,1058.1935,799.7779,1105.1012,800.831,1014.86523,545.28204,1123.7917,546.33514,1033.5557
366,1623876800.88,0.89949167,sedan,467.00018,168.836,618.9946,240.90091,---,---,3D Detector,---,---,503.69946,201.06868,487.54092,234.79655,621.9266,198.8637,605.76807,232.59157,484.0039,181.58481,467.8454,215.31268,602.231,179.37982,586.0725,213.1077
366,1623876800.88,0.6513393,pickup,606.1215,1001.9734,877.0736,1149.258,---,---,3D Detector,---,---,879.8921,1136.0155,883.4348,1043.2114,639.2941,1147.8939,642.83685,1055.09,842.20294,1108.4109,845.74567,1015.6068,601.60504,1120.2893,605.14777,1027.4854
367,1623876800.92,0.93290377,sedan,450.7645,171.59932,593.60754,240.5391,---,---,3D Detector,---,---,479.14676,202.78757,467.32962,234.53076,597.7706,201.09889,585.9535,232.84209,462.21216,182.79272,450.39502,214.53592,580.836,181.10403,569.01886,212.84723
367,1623876800.92,0.7861998,pickup,641.7086,997.22784,926.66693,1150.8411,---,---,3D Detector,---,---,929.13745,1133.5493,932.49866,1038.0437,668.7449,1147.2825,672.1061,1051.7769,893.94006,1107.2495,897.3013,1011.7439,633.54755,1120.9827,636.90875,1025.477
368,1623876800.95,0.8850636,sedan,422.63318,171.46321,573.209,241.34058,---,---,3D Detector,---,---,452.755,203.06943,440.22305,232.61775,574.1355,201.44048,561.6035,230.9888,436.84344,184.80316,424.3115,214.35149,558.22394,183.17421,545.69196,212.72253
368,1623876800.95,0.72553223,pickup,681.8697,996.86365,965.49,1151.3022,---,---,3D Detector,---,---,969.6233,1133.7911,971.3561,1040.2257,707.8631,1147.2574,709.5959,1053.6921,937.1183,1106.1594,938.8511,1012.59406,675.3581,1119.6257,677.0908,1026.0604
369,1623876800.98,0.8646189,sedan,394.39752,168.43936,552.5167,244.29454,---,---,3D Detector,---,---,432.93753,203.62639,413.60364,235.1033,555.5509,200.94386,536.21704,232.42078,414.3165,184.15666,394.9826,215.63358,536.9299,181.47414,517.596,212.95105
369,1623876800.98,0.6402557,pickup,728.37964,998.478,1007.2426,1148.5248,---,---,3D Detector,---,---,1006.7272,1135.1652,1006.1657,1043.7928,753.17474,1144.9916,752.6133,1053.6193,982.6072,1104.7183,982.0458,1013.34576,729.0548,1114.5447,728.49335,1023.17224
370,1623876801.02,0.8271787,sedan,370.7516,170.8501,523.4576,242.1726,---,---,3D Detector,---,---,408.9836,203.11287,389.46448,236.82132,526.29584,201.35378,506.77667,235.06224,391.15976,182.48073,371.64062,216.18918,508.472,180.72165,488.95282,214.4301
370,1623876801.02,0.7443319,pickup,767.52484,997.3782,1055.2524,1151.1896,---,---,3D Detector,---,---,1056.9655,1134.9077,1057.8392,1040.483,789.8935,1147.4943,790.7672,1053.0695,1029.2224,1106.5925,1030.0962,1012.1678,762.15045,1119.1791,763.0242,1024.7543
371,1623876801.05,0.9067344,sedan,348.50064,171.13324,498.8354,242.15622,---,---,3D Detector,---,---,383.6647,203.75061,367.2837,236.1944,500.44345,200.95065,484.06244,233.39444,366.43552,183.30276,350.05453,215.74657,483.21423,180.5028,466.83325,212.94661
371,1623876801.05,0.65058154,pickup,813.4378,997.86194,1091.3201,1148.1782,---,---,3D Detector,---,---,1086.9479,1136.7825,1086.2595,1043.5905,827.68036,1143.2096,826.99194,1050.0175,1073.9237,1108.213,1073.2354,1015.02094,814.6561,1114.64,813.9678,1021.448
372,1623876801.08,0.9528674,sedan,322.86945,171.23001,463.74634,240.33807,---,---,3D Detector,---,---,360.85776,202.71895,340.61154,235.1818,469.4123,199.91902,449.16608,232.38187,342.03186,183.36176,321.78564,215.82462,450.58636,180.56183,430.34015,213.02469
372,1623876801.08,0.80021137,pickup,842.8568,991.4546,1142.5248,1152.4797,---,---,3D Detector,---,---,1132.2332,1143.0574,1131.2825,1047.5007,852.7041,1142.759,851.7534,1047.2024,1129.4478,1108.8148,1128.4972,1013.25824,849.9187,1108.5166,848.9681,1012.95996
373,1623876801.12,0.9316305,sedan,299.23013,169.77765,448.57355,243.11838,---,---,3D Detector,---,---,336.13892,204.52274,320.8764,235.87718,448.55142,200.39119,433.28894,231.74564,317.6338,184.84074,302.3713,216.19519,430.04633,180.7092,414.7838,212.06364
373,1623876801.12,0.6225509,pickup,899.54987,1002.60474,1173.1879,1146.2708,---,---,3D Detector,---,---,1167.944,1133.9652,1166.1237,1049.7303,909.18256,1140.0886,907.36224,1055.8536,1158.6694,1102.7555,1156.8491,1018.5205,899.908,1108.8788,898.08777,1024.6439
374,1623876801.15,0.90867877,sedan,270.5725,171.07603,420.74,241.33392,---,---,3D Detector,---,---,309.29706,202.51936,289.213,234.27527,425.19672,202.56657,405.11267,234.32248,290.3194,182.10446,270.23535,213.86037,406.21906,182.15167,386.135,213.9076
374,1623876801.15,0.5588114,pickup,948.20294,1001.5786,1218.3407,1143.8788,---,---,3D Detector,---,---,1211.6072,1136.8522,1206.4124,1049.2612,956.1603,1140.819,950.96545,1053.228,1210.5114,1104.3291,1205.3165,1016.7382,955.0645,1108.2959,949.8696,1020.705
375,1623876801.18,0.8429444,sedan,244.59242,170.69913,394.68494,241.04675,---,---,3D Detector,---,---,284.63153,202.33273,262.12067,235.47658,399.97433,201.24748,377.4635,234.39133,266.3648,181.73798,243.85397,214.88182,381.7076,180.65273,359.19678,213.79657
375,1623876801.18,0.544712,pickup,976.94794,985.97766,1277.5767,1149.8143,---,---,3D Detector,---,---,1247.7068,1133.0219,1241.1063,1043.8413,1013.61847,1130.1349,1007.01807,1040.9543,1253.6105,1101.3591,1247.01,1012.1785,1019.5221,1098.472,1012.9217,1009.29144
376,1623876801.22,0.8460059,sedan,222.71822,173.2109,368.31985,239.05199,---,---,3D Detector,---,---,256.61157,202.12912,240.35951,234.85143,372.57785,200.12183,356.3258,232.84415,238.78235,183.03418,222.53029,215.75648,354.74863,181.0269,338.49658,213.7492
376,1623876801.22,0.3489227,midsize,74.37785,599.6838,270.6129,700.66315,---,---,3D Detector,---,---,256.82913,684.56464,274.1567,638.38806,95.01888,692.33496,112.34649,646.1584,232.21521,660.2438,249.54282,614.06726,70.40498,668.01416,87.73259,621.8376
377,1623876801.25,0.8588644,sedan,201.09702,172.12495,348.76434,241.38217,---,---,3D Detector,---,---,230.33202,205.54053,216.27672,236.08351,353.14893,201.88568,339.09363,232.42865,214.39995,184.9805,200.34465,215.52348,337.21686,181.32565,323.16156,211.86862
377,1623876801.25,0.41215658,midsize,116.722275,596.5174,314.09946,693.38556,---,---,3D Detector,---,---,305.89624,683.95935,322.3017,636.75085,144.69313,681.50665,161.0986,634.2981,276.4302,659.84625,292.83566,612.6377,115.22713,657.39355,131.63258,610.185
378,1623876801.28,0.89687616,sedan,170.98117,174.08475,320.02512,240.04747,---,---,3D Detector,---,---,206.52986,204.10928,190.27975,236.63406,321.89072,200.49821,305.6406,233.02301,189.1884,184.73279,172.9383,217.25757,304.54926,181.12173,288.29913,213.64651
378,1623876801.28,0.50824183,pickup,1107.2184,1011.6581,1380.3014,1134.4355,---,---,3D Detector,---,---,1357.5752,1133.6053,1341.6145,1058.3386,1124.1257,1135.5685,1108.165,1060.3019,1370.455,1100.995,1354.4943,1025.7283,1137.0055,1102.9581,1121.0448,1027.6914
378,1623876801.28,0.49192142,midsize,158.13518,597.37683,367.12943,699.03357,---,---,3D Detector,---,---,362.8756,686.2456,374.7873,633.9538,172.5904,694.64185,184.50208,642.3501,341.1454,659.9579,353.05707,607.6661,150.86015,668.3541,162.77185,616.0624
379,1623876801.32,0.7830538,sedan,147.78224,173.09775,297.90964,241.75986,---,---,3D Detector,---,---,178.11021,205.3741,165.70874,236.32349,299.1996,203.73444,286.7981,234.6838,161.97324,184.60616,149.57176,215.55554,283.06262,182.96649,270.66113,213.91588
379,1623876801.32,0.61421424,midsize,202.19597,596.23236,404.58676,695.11414,---,---,3D Detector,---,---,400.20575,681.8166,412.96313,634.35095,226.76187,687.2749,239.51927,639.80927,373.13364,655.3899,385.89105,607.92426,199.68977,660.84827,212.44717,613.38257
379,1623876801.32,0.47689632,pickup,1155.9983,997.103,1412.8142,1149.1455,---,---,3D Detector,---,---,1393.0818,1126.798,1370.0863,1066.2429,1175.805,1132.1576,1152.8096,1071.6025,1410.6703,1082.5625,1387.6748,1022.0075,1193.3934,1087.9221,1170.398,1027.3672
380,1623876801.35,0.7093875,sedan,128.97496,175.98381,271.2039,237.23776,---,---,3D Detector,---,---,155.88625,204.63875,146.62668,234.6424,274.89212,201.27107,265.63257,231.27473,138.19719,185.74995,128.93762,215.75362,257.20306,182.3823,247.9435,212.38596
380,1623876801.35,0.56634516,midsize,249.04448,597.237,460.29266,696.69116,---,---,3D Detector,---,---,454.71167,688.50085,467.03833,633.17474,276.79382,690.15906,289.12048,634.8329,425.859,664.23,438.18567,608.9039,247.94115,665.8882,260.26782,610.5621
380,1623876801.35,0.36459672,pickup,1221.8147,996.11444,1439.0793,1136.5426,---,---,3D Detector,---,---,1419.7502,1111.9866,1397.0522,1058.9299,1244.8381,1124.2172,1222.14,1071.1606,1436.0011,1067.2672,1413.303,1014.21063,1261.0889,1079.4979,1238.3909,1026.4413
381,1623876801.38,0.65991306,midsize,291.03873,596.4692,500.99,697.9421,---,---,3D Detector,---,---,500.54736,687.04175,514.062,633.90717,315.59985,691.29175,329.11447,638.1571,470.7326,661.56494,484.2472,608.43036,285.7851,665.81494,299.29968,612.68036
381,1623876801.38,0.5693235,sedan,102.50245,173.30325,241.19107,237.78647,---,---,3D Detector,---,---,131.33871,202.50282,118.29904,233.42578,245.60208,200.21584,232.56241,231.13878,115.79686,183.01884,102.75717,213.94179,230.06021,180.73186,217.02054,211.6548
382,1623876801.42,0.6575476,sedan,76.3247,176.6373,225.01498,236.66371,---,---,3D Detector,---,---,105.76828,205.09705,97.77103,232.86063,227.70078,206.59972,219.70352,234.3633,87.51147,183.81519,79.51422,211.57877,209.44395,185.31786,201.4467,213.08142
382,1623876801.42,0.6244708,midsize,338.93054,596.7623,546.75964,696.4326,---,---,3D Detector,---,---,542.5736,689.06555,560.9651,637.0943,362.75116,687.42926,381.1427,635.45795,510.67383,663.32684,529.0653,611.3555,330.8514,661.6905,349.24292,609.71924
383,1623876801.45,0.74199736,sedan,47.857895,171.66435,190.74893,241.18631,---,---,3D Detector,---,---,85.55201,203.42697,63.689365,233.61209,194.25684,203.88013,172.3942,234.06523,70.43295,182.83551,48.570305,213.02061,179.13776,183.28867,157.27513,213.47377
383,1623876801.45,0.73660123,midsize,390.55255,595.5727,583.7954,696.38965,---,---,3D Detector,---,---,583.863,686.85016,596.4942,634.82007,407.27057,687.9845,419.9018,635.95435,559.1673,660.0396,571.7985,608.0095,382.5749,661.17395,395.20612,609.1438
383,1623876801.45,0.33636752,pickup,1354.0576,999.84344,1565.4673,1130.3821,---,---,3D Detector,---,---,1543.5212,1112.6086,1528.7665,1057.3623,1371.8461,1118.9224,1357.0913,1063.676,1559.0278,1071.4572,1544.273,1016.2108,1387.3525,1077.7709,1372.5978,1022.52454
384,1623876801.49,0.7530819,midsize,432.65823,598.1277,631.6311,693.98083,---,---,3D Detector,---,---,625.90924,685.213,638.53143,635.82635,454.45105,686.2572,467.07327,636.8705,602.86084,659.10004,615.48303,609.7134,431.40265,660.14417,444.02484,610.7575
384,1623876801.49,0.7315752,sedan,29.754593,174.47882,174.37411,237.76941,---,---,3D Detector,---,---,61.814445,205.06572,54.227806,232.64438,173.49484,204.9996,165.9082,232.57826,43.342194,183.99792,35.755547,211.57658,155.02258,183.93181,147.43594,211.51047
384,1623876801.49,0.56984264,pickup,1372.2667,1000.03766,1621.0652,1146.8442,---,---,3D Detector,---,---,1591.0844,1124.2607,1571.8307,1063.9698,1391.2089,1128.9628,1371.9551,1068.6719,1612.8523,1084.3892,1593.5986,1024.0984,1412.9768,1089.0912,1393.723,1028.8004
385,1623876801.52,0.7114489,sedan,2.7708282,174.2576,144.82315,236.74594,---,---,3D Detector,---,---,38.20171,204.29213,20.196045,232.00545,147.81223,201.54407,129.80658,229.25737,21.561428,185.73213,3.5557632,213.44543,131.17195,182.98405,113.16629,210.69737
385,1623876801.52,0.70355576,pickup,1408.1622,989.80566,1667.0754,1150.0988,---,---,3D Detector,---,---,1635.6276,1128.3369,1613.2363,1061.9087,1425.41,1124.808,1403.0188,1058.3796,1664.2225,1087.4344,1641.8313,1021.0062,1454.005,1083.9055,1431.6136,1017.47723
385,1623876801.52,0.644886,midsize,484.79904,598.4796,672.5801,696.19336,---,---,3D Detector,---,---,674.1392,687.479,686.0827,635.5169,502.5064,690.12933,514.44995,638.16724,648.23145,660.7075,660.1749,608.7454,476.59863,663.35785,488.5421,611.39575
386,1623876801.55,0.8114199,midsize,526.73755,599.1037,719.5083,694.1191,---,---,3D Detector,---,---,718.49023,684.4144,729.3686,635.7698,544.8317,686.86945,555.7101,638.2248,695.5229,659.06274,706.40125,610.4181,521.8644,661.51776,532.7428,612.8731
386,1623876801.55,0.72661215,pickup,1459.1108,990.376,1709.5587,1145.1068,---,---,3D Detector,---,---,1680.44,1127.8408,1664.9025,1062.5725,1470.5607,1121.9332,1455.0231,1056.6649,1706.3448,1086.3933,1690.8073,1021.125,1496.4655,1080.4856,1480.928,1015.21735
386,1623876801.55,0.45026708,sedan,-13.975685,173.55922,132.98973,238.94858,---,---,3D Detector,---,---,92.27402,221.44356,98.445816,213.46799,39.1415,227.45653,45.313293,219.48094,75.93903,197.47661,82.11083,189.50104,22.806515,203.48956,28.97831,195.51399
387,1623876801.59,0.7560011,pickup,1494.6218,988.3566,1755.1133,1147.273,---,---,3D Detector,---,---,1720.1157,1127.2644,1696.0012,1056.9144,1512.2656,1124.2273,1488.1511,1053.8774,1753.0612,1089.3071,1728.9467,1018.9573,1545.211,1086.2701,1521.0966,1015.9202
387,1623876801.59,0.61217237,midsize,573.46405,596.4907,767.8057,695.6051,---,---,3D Detector,---,---,765.37305,689.1452,779.1978,638.89056,587.3346,685.4794,601.1594,635.2247,744.7528,660.98987,758.5776,610.73517,566.71436,657.324,580.5392,607.0693
388,1623876801.62,0.77480274,midsize,617.3481,598.9486,809.4186,694.18567,---,---,3D Detector,---,---,809.38983,686.53595,822.548,635.8016,633.6438,686.56177,646.802,635.82733,784.63055,661.1953,797.7887,610.4609,608.8846,661.22107,622.0427,610.4867
388,1623876801.62,0.77142596,pickup,1535.3452,982.7997,1799.2428,1151.5895,---,---,3D Detector,---,---,1764.1664,1125.7429,1738.2858,1054.4817,1555.7278,1128.0798,1529.8472,1056.8186,1795.7328,1084.6517,1769.8522,1013.39044,1587.2942,1086.9886,1561.4136,1015.7275
389,1623876801.65,0.80470383,midsize,671.0346,604.64453,852.4916,687.57947,---,---,3D Detector,---,---,840.96735,680.4474,846.55536,637.8731,694.89465,684.7471,700.48267,642.1728,829.0481,654.9974,834.6361,612.42316,682.9754,659.29706,688.5634,616.72284
389,1623876801.65,0.61361194,pickup,1580.6786,988.12445,1842.8904,1146.5742,---,---,3D Detector,---,---,1816.6445,1124.766,1795.2123,1059.1646,1594.4078,1123.6906,1572.9756,1058.0891,1841.7207,1083.8455,1820.2885,1018.2441,1619.4839,1082.7701,1598.0516,1017.1687
390,1623876801.69,0.7800214,midsize,709.4674,598.04285,899.7485,694.71796,---,---,3D Detector,---,---,900.2992,685.04895,911.6332,636.7591,719.3304,685.2967,730.66437,637.0068,881.71497,659.8466,893.04895,611.55676,700.74615,660.09436,712.08014,611.8045
390,1623876801.69,0.6822167,pickup,1619.5414,987.52576,1872.9777,1146.4337,---,---,3D Detector,---,---,1845.6404,1117.7131,1815.1216,1049.4244,1643.4462,1130.2852,1612.9274,1061.9963,1873.2023,1078.5812,1842.6836,1010.2925,1671.008,1091.1532,1640.4893,1022.86444
390,1623876801.69,0.33272734,midsize,632.29,989.9908,862.03625,1137.0885,---,---,3D Detector,---,---,842.5723,1102.5529,829.82336,1037.8837,673.92755,1129.3824,661.1786,1064.7133,833.9415,1067.3817,821.1925,1002.7126,665.29675,1094.2113,652.5478,1029.5422
391,1623876801.72,0.8750784,midsize,753.1916,600.3793,944.9107,691.1421,---,---,3D Detector,---,---,942.3181,683.23285,950.1656,636.9621,767.27295,682.6362,775.1204,636.3655,926.3434,659.2918,934.1909,613.02106,751.2983,658.6952,759.14575,612.42444
391,1623876801.72,0.59130955,pickup,1656.191,982.3983,1937.2731,1138.7953,---,---,3D Detector,---,---,1897.9536,1116.6016,1865.6478,1041.1853,1672.2577,1116.7058,1639.9519,1041.2897,1940.3562,1085.8645,1908.0504,1010.44836,1714.6603,1085.9689,1682.3545,1010.5527
391,1623876801.72,0.31208533,midsize,677.60913,991.0763,907.0375,1137.2281,---,---,3D Detector,---,---,910.9275,1098.0371,886.6255,1028.1398,710.9557,1136.4717,686.6536,1066.5743,891.20276,1068.5339,866.9007,998.63666,691.2309,1106.9685,666.92883,1037.0713
392,1623876801.75,0.8183807,midsize,806.5046,600.3288,983.7012,689.8711,---,---,3D Detector,---,---,977.8534,681.9697,983.4023,638.04956,821.9324,685.4716,827.4812,641.5514,963.62177,652.6957,969.1706,608.77545,807.7007,656.1975,813.2495,612.2773
393,1623876801.79,0.8965439,midsize,849.40735,602.1294,1029.733,687.90515,---,---,3D Detector,---,---,1027.5411,682.50134,1031.0067,636.13947,864.1556,687.21814,867.62115,640.85626,1012.57153,653.3219,1016.0371,606.96,849.18604,658.0387,852.6516,611.6768
394,1623876801.82,0.94768393,midsize,895.84265,598.58234,1074.8445,688.7553,---,---,3D Detector,---,---,1070.0536,684.34033,1074.4465,639.40076,906.37384,685.2704,910.76685,640.33075,1061.0573,651.1062,1065.4502,606.1666,897.37744,652.03625,901.77045,607.0967
394,1623876801.82,0.31094146,midsize,805.77,990.9196,1026.9716,1136.5669,---,---,3D Detector,---,---,1029.9481,1101.5873,1008.3503,1036.2418,831.93,1133.3068,810.3322,1067.9613,1017.5677,1067.542,995.9699,1002.19666,819.5496,1099.2615,797.95184,1033.9161
395,1623876801.85,0.9234595,midsize,946.3836,601.5463,1111.2926,686.58417,---,---,3D Detector,---,---,1105.87,680.2203,1107.2775,641.3232,951.94904,683.5799,953.3565,644.68274,1104.2112,648.7165,1105.6187,609.8194,950.2902,652.07605,951.6977,613.17896
395,1623876801.85,0.3058927,midsize,849.131,998.27466,1072.935,1136.908,---,---,3D Detector,---,---,1063.5781,1108.5121,1061.208,1039.2617,878.4072,1127.2944,876.0371,1058.0441,1047.3977,1082.154,1045.0276,1012.9037,862.22675,1100.9364,859.8566,1031.6862
396,1623876801.89,0.8850254,midsize,986.62714,600.1524,1160.6788,686.6771,---,---,3D Detector,---,---,1152.3539,679.1424,1149.4669,636.4046,996.0,683.4689,993.11304,640.7311,1153.4478,650.7996,1150.5608,608.0619,997.0939,655.1261,994.207,612.3883
396,1623876801.89,0.32924938,sedan,887.6197,996.62305,1112.4043,1147.6823,---,---,3D Detector,---,---,1098.5492,1112.1515,1094.2848,1045.7029,913.015,1137.2977,908.7507,1070.8491,1092.3184,1077.2118,1088.0541,1010.76324,906.78424,1102.3582,902.5199,1035.9094
397,1623876801.92,0.8712389,midsize,1034.2926,599.36224,1197.7421,685.0269,---,---,3D Detector,---,---,1192.1847,681.18207,1196.0596,642.8368,1036.1698,679.19855,1040.0448,640.8533,1191.7539,647.9803,1195.6289,609.635,1035.739,645.9968,1039.614,607.65155
397,1623876801.92,0.4259573,midsize,919.2583,992.9272,1155.4436,1142.3948,---,---,3D Detector,---,---,1155.1678,1108.5212,1135.6228,1036.8638,949.80853,1135.2021,930.2634,1063.5448,1138.2191,1078.2183,1118.6741,1006.5609,932.8598,1104.8993,913.3147,1033.242
398,1623876801.95,0.9191332,midsize,1079.0251,597.40753,1242.8219,684.39575,---,---,3D Detector,---,---,1235.2163,678.7203,1235.4362,638.992,1080.9797,680.17474,1081.1996,640.4465,1238.908,645.9576,1239.1278,606.2293,1084.6714,647.41205,1084.8912,607.68384
398,1623876801.95,0.32289752,midsize,980.2787,982.86884,1186.5496,1128.6449,---,---,3D Detector,---,---,1183.055,1093.8058,1165.9818,1028.0115,999.7246,1119.1815,982.6514,1053.3873,1178.4412,1067.39,1161.368,1001.5957,995.1108,1092.7657,978.0376,1026.9716
399,1623876801.99,0.9152032,midsize,1125.7869,596.8338,1286.1598,684.35297,---,---,3D Detector,---,---,1279.5732,677.45294,1277.1129,637.89075,1129.5874,679.7247,1127.1271,640.1625,1283.486,645.7445,1281.0256,606.18225,1133.5002,648.01624,1131.0399,608.454
400,1623876802.02,0.9246354,midsize,1167.2203,591.8869,1333.2603,684.1952,---,---,3D Detector,---,---,1324.1423,674.3118,1319.1271,634.6281,1170.7825,678.36127,1165.7672,638.67755,1332.2832,642.88776,1327.268,603.20404,1178.9232,646.9372,1173.908,607.2535
401,1623876802.05,0.9309804,midsize,1216.6147,593.07526,1372.3215,681.7935,---,---,3D Detector,---,---,1364.1464,672.74927,1352.1561,631.03235,1221.1205,678.6733,1209.1302,636.9563,1376.9756,643.43304,1364.9854,601.7161,1233.9497,649.35706,1221.9595,607.6401
402,1623876802.09,0.95624167,midsize,1248.1381,589.6875,1430.0872,685.75305,---,---,3D Detector,---,---,1418.6732,675.09393,1402.0975,629.2607,1252.9485,682.2788,1236.3727,636.44556,1437.4885,645.1568,1420.9128,599.32355,1271.7638,652.3417,1255.188,606.5084
403,1623876802.12,0.9272085,midsize,1299.4553,593.9257,1457.6182,677.7298,---,---,3D Detector,---,---,1446.7114,669.722,1430.7444,627.56604,1305.845,676.20074,1289.8778,634.0448,1462.7594,642.26556,1446.7922,600.1096,1321.8928,648.7443,1305.9258,606.5884
403,1623876802.12,0.35064748,midsize,166.53377,1007.7642,428.28345,1184.4448,---,---,3D Detector,---,---,421.77817,1156.7109,430.44733,1061.0082,192.77042,1172.5354,201.43958,1076.8326,400.718,1123.3611,409.38715,1027.6582,171.71022,1139.1854,180.37938,1043.4827
404,1623876802.15,0.68766123,midsize,1339.7474,589.2889,1519.0549,689.6201,---,---,3D Detector,---,---,1502.8541,676.312,1484.9202,630.8256,1356.5177,684.1132,1338.5837,638.62683,1515.8683,644.69293,1497.9342,599.20654,1369.5319,652.49414,1351.5979,607.00775
404,1623876802.15,0.5094958,midsize,1224.4481,950.0609,1426.738,1136.9724,---,---,3D Detector,---,---,1284.3971,1051.7644,1287.8463,1078.2422,1336.4474,1061.6458,1339.8966,1088.1235,1309.8236,1002.95044,1313.2728,1029.4282,1361.8739,1012.8318,1365.3231,1039.3096
405,1623876802.19,0.7383273,midsize,1380.2045,582.6828,1566.5332,694.70166,---,---,3D Detector,---,---,1542.5958,680.2976,1522.1425,628.9259,1406.9545,691.27484,1386.5011,639.90314,1554.9082,642.9049,1534.4548,591.5332,1419.2668,653.8822,1398.8135,602.5105
405,1623876802.19,0.33735317,midsize,265.58923,1013.5061,509.4891,1174.42,---,---,3D Detector,---,---,502.5631,1150.3938,512.47034,1063.9926,289.1053,1165.4983,299.01257,1079.0972,481.27713,1116.456,491.1844,1030.0548,267.81934,1131.5607,277.7266,1045.1594
406,1623876802.22,0.76291144,midsize,1419.1711,588.6651,1609.0314,694.5909,---,---,3D Detector,---,---,1588.6145,680.3343,1562.229,630.1601,1451.9916,695.0957,1425.6061,644.9215,1599.1222,641.6793,1572.7367,591.5051,1462.4993,656.4408,1436.1138,606.26654
406,1623876802.22,0.39479116,midsize,305.6705,1013.50085,548.6565,1175.075,---,---,3D Detector,---,---,543.87665,1151.8407,551.9136,1063.1199,330.9997,1166.7825,339.03662,1078.0616,522.741,1117.5704,530.77795,1028.8496,309.8641,1132.5122,317.90103,1043.7914
407,1623876802.25,0.54641247,midsize,1466.3729,577.9036,1651.7579,693.2042,---,---,3D Detector,---,---,1632.2655,673.65515,1607.7362,621.83264,1489.092,690.1044,1464.5629,638.28186,1647.1567,638.0361,1622.6274,586.2135,1503.9833,654.4853,1479.4541,602.6627
407,1623876802.25,0.5036785,midsize,1348.7052,981.2806,1559.6431,1129.6373,---,---,3D Detector,---,---,1536.8251,1102.3301,1509.7612,1035.2982,1352.3474,1113.522,1325.2836,1046.4901,1571.8365,1071.8748,1544.7727,1004.8429,1387.3589,1083.0667,1360.295,1016.0348
407,1623876802.25,0.47286713,midsize,339.94424,1017.1548,596.70105,1182.1992,---,---,3D Detector,---,---,589.6615,1159.3828,601.8558,1059.9125,371.8805,1175.0553,384.07477,1075.585,564.5656,1129.1665,576.7599,1029.6962,346.78458,1144.839,358.97885,1045.3687
408,1623876802.29,0.82839257,midsize,1494.0621,577.44183,1705.9752,689.3873,---,---,3D Detector,---,---,1680.179,673.84,1649.3577,620.2837,1512.7279,685.1925,1481.9067,631.63617,1710.0685,641.365,1679.2473,587.80865,1542.6176,652.7175,1511.7964,599.1612
408,1623876802.29,0.5141185,midsize,397.50348,1014.7582,638.6117,1175.2764,---,---,3D Detector,---,---,626.8567,1150.606,632.82764,1065.8928,422.68933,1164.5065,428.66028,1079.7933,611.2102,1116.1356,617.18115,1031.4225,407.04288,1130.036,413.01385,1045.323
408,1623876802.29,0.49948204,midsize,1387.3254,980.31805,1597.6857,1126.8116,---,---,3D Detector,---,---,1574.1001,1103.6696,1550.741,1034.4105,1390.0786,1113.0759,1366.7195,1043.8169,1607.9084,1070.4812,1584.5493,1001.2222,1423.887,1079.8876,1400.5278,1010.6286
409,1623876802.32,0.86287487,midsize,1550.3024,583.3426,1739.4363,677.40454,---,---,3D Detector,---,---,1714.4839,669.4269,1686.1554,621.5798,1567.4253,672.37555,1539.0968,624.52844,1743.0709,641.20734,1714.7424,593.3602,1596.0123,644.156,1567.6838,596.3089
409,1623876802.32,0.6221825,midsize,440.79276,1017.37463,674.9804,1171.1127,---,---,3D Detector,---,---,667.6388,1150.457,677.4751,1062.3954,468.36377,1164.3759,478.20007,1076.3142,645.05096,1118.2961,654.8872,1030.2345,445.7759,1132.2151,455.61218,1044.1534
409,1623876802.32,0.4511154,midsize,1426.882,977.96924,1651.5862,1126.8491,---,---,3D Detector,---,---,1612.3806,1106.0438,1587.0616,1031.7618,1432.9049,1107.673,1407.5859,1033.3911,1660.0162,1079.2535,1634.6974,1004.97156,1480.5405,1080.8827,1455.2217,1006.60077
410,1623876802.35,0.92532045,midsize,1598.404,582.6611,1786.7125,680.9259,---,---,3D Detector,---,---,1760.5104,670.89844,1744.2744,623.30884,1615.9199,671.5216,1599.6838,623.932,1780.7252,642.0862,1764.4893,594.4966,1636.1348,642.70935,1619.8987,595.11975
